task,app_id,model_name,repeat,instance_id,strategy,parameter,parameter_value,accuracy,probability_assigned_to_target,time_seconds
forward,wine_quality,mlp,1,277,lr_calculation_retrieve,memory_recall_threshold,-5.0,1.0,0.8051132249369188,21.06057818168882
forward,wine_quality,mlp,1,277,lr_heuristic,memory_recall_threshold,-5.0,1.0,0.8125877274730762,12.169251707487192
forward,wine_quality,mlp,1,277,dt_read,memory_recall_threshold,-5.0,1.0,0.875,15.482836399575122
forward,wine_quality,mlp,1,277,dt_retrieve,memory_recall_threshold,-5.0,1.0,0.9375,16.482836399575124
forward,wine_quality,mlp,1,56,lr_calculation_read,memory_recall_threshold,-5.0,0.0,0.4240961522546127,19.701689711822983
forward,wine_quality,mlp,1,56,lr_calculation_retrieve,memory_recall_threshold,-5.0,0.0,0.39733413643505133,22.267652163618227
forward,wine_quality,mlp,1,56,lr_heuristic,memory_recall_threshold,-5.0,1.0,0.9128938599519104,12.534205157606952
forward,wine_quality,mlp,1,56,dt_read,memory_recall_threshold,-5.0,1.0,0.9375,15.482836399575122
forward,wine_quality,mlp,1,56,dt_retrieve,memory_recall_threshold,-5.0,1.0,0.90625,15.483909124601677
forward,wine_quality,mlp,1,8,lr_calculation_read,memory_recall_threshold,-5.0,1.0,0.737610147293292,19.24723818184229
forward,wine_quality,mlp,1,8,lr_calculation_retrieve,memory_recall_threshold,-5.0,1.0,0.7013416552606558,21.986409258663887
forward,wine_quality,mlp,1,8,lr_heuristic,memory_recall_threshold,-5.0,0.0,0.49437402777349515,12.008398797595424
forward,wine_quality,mlp,1,8,dt_read,memory_recall_threshold,-5.0,1.0,0.75,15.482836399575122
forward,wine_quality,mlp,1,8,dt_retrieve,memory_recall_threshold,-5.0,1.0,0.90625,15.483909124601677
forward,wine_quality,mlp,1,348,lr_calculation_read,memory_recall_threshold,-5.0,1.0,0.9247266434319518,17.733090775969792
forward,wine_quality,mlp,1,348,lr_calculation_retrieve,memory_recall_threshold,-5.0,1.0,0.8995677238873606,21.059791564193752
forward,wine_quality,mlp,1,348,lr_heuristic,memory_recall_threshold,-5.0,1.0,0.9309596119264676,11.242895615545445
forward,wine_quality,mlp,1,348,dt_read,memory_recall_threshold,-5.0,1.0,0.9375,15.482836399575122
forward,wine_quality,mlp,1,348,dt_retrieve,memory_recall_threshold,-5.0,0.0,0.8125,14.484981849628232
forward,wine_quality,mlp,1,391,lr_calculation_read,memory_recall_threshold,-5.0,1.0,0.8323001809459956,18.685651284812433
forward,wine_quality,mlp,1,391,lr_calculation_retrieve,memory_recall_threshold,-5.0,1.0,0.8214314279139657,21.69553354604337
forward,wine_quality,mlp,1,391,lr_heuristic,memory_recall_threshold,-5.0,1.0,0.5447349768388927,12.231002827582003
