appId,model,depth,fidelity,tree_structure,class_labels
breast_cancer,mlp,2,0.9725,"[{""node"": 0, ""feature"": ""a0"", ""threshold"": 117.44999694824219, ""left"": 1, ""right"": 4, ""value"": [0.64, 0.36], ""is_leaf"": false}, {""node"": 1, ""feature"": ""a4"", ""threshold"": 0.15630000084638596, ""left"": 2, ""right"": 3, ""value"": [0.9107142857142857, 0.08928571428571429], ""is_leaf"": false}, {""node"": 2, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.9693486590038314, 0.03065134099616858], ""is_leaf"": true}, {""node"": 3, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.10526315789473684, 0.8947368421052632], ""is_leaf"": true}, {""node"": 4, ""feature"": ""a1"", ""threshold"": 0.03046999964863062, ""left"": 5, ""right"": 6, ""value"": [0.008333333333333333, 0.9916666666666667], ""is_leaf"": false}, {""node"": 5, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.5, 0.5], ""is_leaf"": true}, {""node"": 6, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.0, 1.0], ""is_leaf"": true}]","[0, 1]"
breast_cancer,mlp,3,0.98,"[{""node"": 0, ""feature"": ""a0"", ""threshold"": 117.44999694824219, ""left"": 1, ""right"": 8, ""value"": [0.64, 0.36], ""is_leaf"": false}, {""node"": 1, ""feature"": ""a4"", ""threshold"": 0.15630000084638596, ""left"": 2, ""right"": 5, ""value"": [0.9107142857142857, 0.08928571428571429], ""is_leaf"": false}, {""node"": 2, ""feature"": ""a0"", ""threshold"": 107.79999923706055, ""left"": 3, ""right"": 4, ""value"": [0.9693486590038314, 0.03065134099616858], ""is_leaf"": false}, {""node"": 3, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [1.0, 0.0], ""is_leaf"": true}, {""node"": 4, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.7142857142857143, 0.2857142857142857], ""is_leaf"": true}, {""node"": 5, ""feature"": ""a2"", ""threshold"": 444.3000030517578, ""left"": 6, ""right"": 7, ""value"": [0.10526315789473684, 0.8947368421052632], ""is_leaf"": false}, {""node"": 6, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [1.0, 0.0], ""is_leaf"": true}, {""node"": 7, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.0, 1.0], ""is_leaf"": true}, {""node"": 8, ""feature"": ""a4"", ""threshold"": 0.08586500212550163, ""left"": 9, ""right"": 12, ""value"": [0.008333333333333333, 0.9916666666666667], ""is_leaf"": false}, {""node"": 9, ""feature"": ""a1"", ""threshold"": 0.03474499937146902, ""left"": 10, ""right"": 11, ""value"": [0.5, 0.5], ""is_leaf"": false}, {""node"": 10, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [1.0, 0.0], ""is_leaf"": true}, {""node"": 11, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.0, 1.0], ""is_leaf"": true}, {""node"": 12, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.0, 1.0], ""is_leaf"": true}]","[0, 1]"
breast_cancer,xgboost,2,0.9625,"[{""node"": 0, ""feature"": ""a0"", ""threshold"": 114.39999771118164, ""left"": 1, ""right"": 4, ""value"": [0.6325, 0.3675], ""is_leaf"": false}, {""node"": 1, ""feature"": ""a4"", ""threshold"": 0.16029999405145645, ""left"": 2, ""right"": 3, ""value"": [0.9124087591240876, 0.08759124087591241], ""is_leaf"": false}, {""node"": 2, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.9576923076923077, 0.04230769230769231], ""is_leaf"": true}, {""node"": 3, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.07142857142857142, 0.9285714285714286], ""is_leaf"": true}, {""node"": 4, ""feature"": ""a1"", ""threshold"": 0.050084998831152916, ""left"": 5, ""right"": 6, ""value"": [0.023809523809523808, 0.9761904761904762], ""is_leaf"": false}, {""node"": 5, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.375, 0.625], ""is_leaf"": true}, {""node"": 6, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.0, 1.0], ""is_leaf"": true}]","[0, 1]"
breast_cancer,xgboost,3,0.97,"[{""node"": 0, ""feature"": ""a0"", ""threshold"": 114.39999771118164, ""left"": 1, ""right"": 8, ""value"": [0.6325, 0.3675], ""is_leaf"": false}, {""node"": 1, ""feature"": ""a4"", ""threshold"": 0.16029999405145645, ""left"": 2, ""right"": 5, ""value"": [0.9124087591240876, 0.08759124087591241], ""is_leaf"": false}, {""node"": 2, ""feature"": ""a0"", ""threshold"": 107.29999923706055, ""left"": 3, ""right"": 4, ""value"": [0.9576923076923077, 0.04230769230769231], ""is_leaf"": false}, {""node"": 3, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.9957081545064378, 0.004291845493562232], ""is_leaf"": true}, {""node"": 4, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.6296296296296297, 0.37037037037037035], ""is_leaf"": true}, {""node"": 5, ""feature"": ""a2"", ""threshold"": 416.40000915527344, ""left"": 6, ""right"": 7, ""value"": [0.07142857142857142, 0.9285714285714286], ""is_leaf"": false}, {""node"": 6, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [1.0, 0.0], ""is_leaf"": true}, {""node"": 7, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.0, 1.0], ""is_leaf"": true}, {""node"": 8, ""feature"": ""a4"", ""threshold"": 0.1132499985396862, ""left"": 9, ""right"": 12, ""value"": [0.023809523809523808, 0.9761904761904762], ""is_leaf"": false}, {""node"": 9, ""feature"": ""a0"", ""threshold"": 118.75, ""left"": 10, ""right"": 11, ""value"": [0.375, 0.625], ""is_leaf"": false}, {""node"": 10, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [1.0, 0.0], ""is_leaf"": true}, {""node"": 11, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.16666666666666666, 0.8333333333333334], ""is_leaf"": true}, {""node"": 12, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.0, 1.0], ""is_leaf"": true}]","[0, 1]"
wine_binary,mlp,2,0.9846153846153848,"[{""node"": 0, ""feature"": ""a0"", ""threshold"": 755.0, ""left"": 1, ""right"": 4, ""value"": [0.46153846153846156, 0.5384615384615384], ""is_leaf"": false}, {""node"": 1, ""feature"": ""a1"", ""threshold"": 13.174999713897705, ""left"": 2, ""right"": 3, ""value"": [0.028985507246376812, 0.9710144927536232], ""is_leaf"": false}, {""node"": 2, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.0, 1.0], ""is_leaf"": true}, {""node"": 3, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.3333333333333333, 0.6666666666666666], ""is_leaf"": true}, {""node"": 4, ""feature"": ""a1"", ""threshold"": 12.660000324249268, ""left"": 5, ""right"": 6, ""value"": [0.9508196721311475, 0.04918032786885246], ""is_leaf"": false}, {""node"": 5, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.0, 1.0], ""is_leaf"": true}, {""node"": 6, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [1.0, 0.0], ""is_leaf"": true}]","[0, 1]"
wine_binary,mlp,3,1.0,"[{""node"": 0, ""feature"": ""a0"", ""threshold"": 755.0, ""left"": 1, ""right"": 6, ""value"": [0.46153846153846156, 0.5384615384615384], ""is_leaf"": false}, {""node"": 1, ""feature"": ""a1"", ""threshold"": 13.174999713897705, ""left"": 2, ""right"": 3, ""value"": [0.028985507246376812, 0.9710144927536232], ""is_leaf"": false}, {""node"": 2, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.0, 1.0], ""is_leaf"": true}, {""node"": 3, ""feature"": ""a1"", ""threshold"": 13.289999961853027, ""left"": 4, ""right"": 5, ""value"": [0.3333333333333333, 0.6666666666666666], ""is_leaf"": false}, {""node"": 4, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [1.0, 0.0], ""is_leaf"": true}, {""node"": 5, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.0, 1.0], ""is_leaf"": true}, {""node"": 6, ""feature"": ""a2"", ""threshold"": 3.2799999713897705, ""left"": 7, ""right"": 8, ""value"": [0.9508196721311475, 0.04918032786885246], ""is_leaf"": false}, {""node"": 7, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.0, 1.0], ""is_leaf"": true}, {""node"": 8, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [1.0, 0.0], ""is_leaf"": true}]","[0, 1]"
wine_binary,xgboost,2,0.9846153846153848,"[{""node"": 0, ""feature"": ""a0"", ""threshold"": 755.0, ""left"": 1, ""right"": 4, ""value"": [0.46153846153846156, 0.5384615384615384], ""is_leaf"": false}, {""node"": 1, ""feature"": ""a1"", ""threshold"": 13.174999713897705, ""left"": 2, ""right"": 3, ""value"": [0.028985507246376812, 0.9710144927536232], ""is_leaf"": false}, {""node"": 2, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.0, 1.0], ""is_leaf"": true}, {""node"": 3, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.3333333333333333, 0.6666666666666666], ""is_leaf"": true}, {""node"": 4, ""feature"": ""a1"", ""threshold"": 12.660000324249268, ""left"": 5, ""right"": 6, ""value"": [0.9508196721311475, 0.04918032786885246], ""is_leaf"": false}, {""node"": 5, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.0, 1.0], ""is_leaf"": true}, {""node"": 6, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [1.0, 0.0], ""is_leaf"": true}]","[0, 1]"
wine_binary,xgboost,3,1.0,"[{""node"": 0, ""feature"": ""a0"", ""threshold"": 755.0, ""left"": 1, ""right"": 6, ""value"": [0.46153846153846156, 0.5384615384615384], ""is_leaf"": false}, {""node"": 1, ""feature"": ""a1"", ""threshold"": 13.174999713897705, ""left"": 2, ""right"": 3, ""value"": [0.028985507246376812, 0.9710144927536232], ""is_leaf"": false}, {""node"": 2, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.0, 1.0], ""is_leaf"": true}, {""node"": 3, ""feature"": ""a1"", ""threshold"": 13.289999961853027, ""left"": 4, ""right"": 5, ""value"": [0.3333333333333333, 0.6666666666666666], ""is_leaf"": false}, {""node"": 4, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [1.0, 0.0], ""is_leaf"": true}, {""node"": 5, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.0, 1.0], ""is_leaf"": true}, {""node"": 6, ""feature"": ""a2"", ""threshold"": 3.2799999713897705, ""left"": 7, ""right"": 8, ""value"": [0.9508196721311475, 0.04918032786885246], ""is_leaf"": false}, {""node"": 7, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.0, 1.0], ""is_leaf"": true}, {""node"": 8, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [1.0, 0.0], ""is_leaf"": true}]","[0, 1]"
anes96_vote,mlp,2,0.94,"[{""node"": 0, ""feature"": ""a0"", ""threshold"": 3.5, ""left"": 1, ""right"": 4, ""value"": [0.5775, 0.4225], ""is_leaf"": false}, {""node"": 1, ""feature"": ""a2"", ""threshold"": 1.5, ""left"": 2, ""right"": 3, ""value"": [0.9396551724137931, 0.0603448275862069], ""is_leaf"": false}, {""node"": 2, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.6666666666666666, 0.3333333333333333], ""is_leaf"": true}, {""node"": 3, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.9506726457399103, 0.04932735426008968], ""is_leaf"": true}, {""node"": 4, ""feature"": ""a2"", ""threshold"": 4.5, ""left"": 5, ""right"": 6, ""value"": [0.07738095238095238, 0.9226190476190477], ""is_leaf"": false}, {""node"": 5, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.049689440993788817, 0.9503105590062112], ""is_leaf"": true}, {""node"": 6, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.7142857142857143, 0.2857142857142857], ""is_leaf"": true}]","[0, 1]"
anes96_vote,mlp,3,0.9525,"[{""node"": 0, ""feature"": ""a0"", ""threshold"": 3.5, ""left"": 1, ""right"": 8, ""value"": [0.5775, 0.4225], ""is_leaf"": false}, {""node"": 1, ""feature"": ""a2"", ""threshold"": 1.5, ""left"": 2, ""right"": 5, ""value"": [0.9396551724137931, 0.0603448275862069], ""is_leaf"": false}, {""node"": 2, ""feature"": ""a5"", ""threshold"": 15.0, ""left"": 3, ""right"": 4, ""value"": [0.6666666666666666, 0.3333333333333333], ""is_leaf"": false}, {""node"": 3, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [1.0, 0.0], ""is_leaf"": true}, {""node"": 4, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.0, 1.0], ""is_leaf"": true}, {""node"": 5, ""feature"": ""a3"", ""threshold"": 5.5, ""left"": 6, ""right"": 7, ""value"": [0.9506726457399103, 0.04932735426008968], ""is_leaf"": false}, {""node"": 6, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.8888888888888888, 0.1111111111111111], ""is_leaf"": true}, {""node"": 7, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.9859154929577465, 0.014084507042253521], ""is_leaf"": true}, {""node"": 8, ""feature"": ""a2"", ""threshold"": 4.5, ""left"": 9, ""right"": 12, ""value"": [0.07738095238095238, 0.9226190476190477], ""is_leaf"": false}, {""node"": 9, ""feature"": ""a1"", ""threshold"": 2.5, ""left"": 10, ""right"": 11, ""value"": [0.049689440993788817, 0.9503105590062112], ""is_leaf"": false}, {""node"": 10, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [1.0, 0.0], ""is_leaf"": true}, {""node"": 11, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.04375, 0.95625], ""is_leaf"": true}, {""node"": 12, ""feature"": ""a3"", ""threshold"": 4.0, ""left"": 13, ""right"": 14, ""value"": [0.7142857142857143, 0.2857142857142857], ""is_leaf"": false}, {""node"": 13, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [1.0, 0.0], ""is_leaf"": true}, {""node"": 14, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.3333333333333333, 0.6666666666666666], ""is_leaf"": true}]","[0, 1]"
anes96_vote,xgboost,2,0.9725,"[{""node"": 0, ""feature"": ""a0"", ""threshold"": 3.5, ""left"": 1, ""right"": 4, ""value"": [0.595, 0.405], ""is_leaf"": false}, {""node"": 1, ""feature"": ""a2"", ""threshold"": 2.5, ""left"": 2, ""right"": 3, ""value"": [0.978448275862069, 0.021551724137931036], ""is_leaf"": false}, {""node"": 2, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.9180327868852459, 0.08196721311475409], ""is_leaf"": true}, {""node"": 3, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [1.0, 0.0], ""is_leaf"": true}, {""node"": 4, ""feature"": ""a2"", ""threshold"": 4.5, ""left"": 5, ""right"": 6, ""value"": [0.06547619047619048, 0.9345238095238095], ""is_leaf"": false}, {""node"": 5, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.031055900621118012, 0.968944099378882], ""is_leaf"": true}, {""node"": 6, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.8571428571428571, 0.14285714285714285], ""is_leaf"": true}]","[0, 1]"
anes96_vote,xgboost,3,0.975,"[{""node"": 0, ""feature"": ""a0"", ""threshold"": 3.5, ""left"": 1, ""right"": 6, ""value"": [0.595, 0.405], ""is_leaf"": false}, {""node"": 1, ""feature"": ""a2"", ""threshold"": 2.5, ""left"": 2, ""right"": 5, ""value"": [0.978448275862069, 0.021551724137931036], ""is_leaf"": false}, {""node"": 2, ""feature"": ""a1"", ""threshold"": 5.5, ""left"": 3, ""right"": 4, ""value"": [0.9180327868852459, 0.08196721311475409], ""is_leaf"": false}, {""node"": 3, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.9482758620689655, 0.05172413793103448], ""is_leaf"": true}, {""node"": 4, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.3333333333333333, 0.6666666666666666], ""is_leaf"": true}, {""node"": 5, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [1.0, 0.0], ""is_leaf"": true}, {""node"": 6, ""feature"": ""a2"", ""threshold"": 4.5, ""left"": 7, ""right"": 10, ""value"": [0.06547619047619048, 0.9345238095238095], ""is_leaf"": false}, {""node"": 7, ""feature"": ""a0"", ""threshold"": 4.5, ""left"": 8, ""right"": 9, ""value"": [0.031055900621118012, 0.968944099378882], ""is_leaf"": false}, {""node"": 8, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.13157894736842105, 0.868421052631579], ""is_leaf"": true}, {""node"": 9, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.0, 1.0], ""is_leaf"": true}, {""node"": 10, ""feature"": ""a3"", ""threshold"": 4.0, ""left"": 11, ""right"": 12, ""value"": [0.8571428571428571, 0.14285714285714285], ""is_leaf"": false}, {""node"": 11, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [1.0, 0.0], ""is_leaf"": true}, {""node"": 12, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.6666666666666666, 0.3333333333333333], ""is_leaf"": true}]","[0, 1]"
fair_affairs,mlp,2,0.7525,"[{""node"": 0, ""feature"": ""a1"", ""threshold"": 3.5, ""left"": 1, ""right"": 4, ""value"": [0.315, 0.685], ""is_leaf"": false}, {""node"": 1, ""feature"": ""a2"", ""threshold"": 3.5, ""left"": 2, ""right"": 3, ""value"": [0.651685393258427, 0.34831460674157305], ""is_leaf"": false}, {""node"": 2, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.5576923076923077, 0.4423076923076923], ""is_leaf"": true}, {""node"": 3, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.7837837837837838, 0.21621621621621623], ""is_leaf"": true}, {""node"": 4, ""feature"": ""a2"", ""threshold"": 4.5, ""left"": 5, ""right"": 6, ""value"": [0.21864951768488747, 0.7813504823151125], ""is_leaf"": false}, {""node"": 5, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.17557251908396945, 0.8244274809160306], ""is_leaf"": true}, {""node"": 6, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.4489795918367347, 0.5510204081632653], ""is_leaf"": true}]","[0, 1]"
fair_affairs,mlp,3,0.78,"[{""node"": 0, ""feature"": ""a1"", ""threshold"": 3.5, ""left"": 1, ""right"": 8, ""value"": [0.315, 0.685], ""is_leaf"": false}, {""node"": 1, ""feature"": ""a2"", ""threshold"": 3.5, ""left"": 2, ""right"": 5, ""value"": [0.651685393258427, 0.34831460674157305], ""is_leaf"": false}, {""node"": 2, ""feature"": ""a1"", ""threshold"": 1.5, ""left"": 3, ""right"": 4, ""value"": [0.5576923076923077, 0.4423076923076923], ""is_leaf"": false}, {""node"": 3, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [1.0, 0.0], ""is_leaf"": true}, {""node"": 4, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.5208333333333334, 0.4791666666666667], ""is_leaf"": true}, {""node"": 5, ""feature"": ""a0"", ""threshold"": 3.5, ""left"": 6, ""right"": 7, ""value"": [0.7837837837837838, 0.21621621621621623], ""is_leaf"": false}, {""node"": 6, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.8285714285714286, 0.17142857142857143], ""is_leaf"": true}, {""node"": 7, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.0, 1.0], ""is_leaf"": true}, {""node"": 8, ""feature"": ""a2"", ""threshold"": 4.5, ""left"": 9, ""right"": 12, ""value"": [0.21864951768488747, 0.7813504823151125], ""is_leaf"": false}, {""node"": 9, ""feature"": ""a5"", ""threshold"": 4.25, ""left"": 10, ""right"": 11, ""value"": [0.17557251908396945, 0.8244274809160306], ""is_leaf"": false}, {""node"": 10, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.05405405405405406, 0.9459459459459459], ""is_leaf"": true}, {""node"": 11, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.26490066225165565, 0.7350993377483444], ""is_leaf"": true}, {""node"": 12, ""feature"": ""a4"", ""threshold"": 5.5, ""left"": 13, ""right"": 14, ""value"": [0.4489795918367347, 0.5510204081632653], ""is_leaf"": false}, {""node"": 13, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.3157894736842105, 0.6842105263157895], ""is_leaf"": true}, {""node"": 14, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.9090909090909091, 0.09090909090909091], ""is_leaf"": true}]","[0, 1]"
fair_affairs,xgboost,2,0.895,"[{""node"": 0, ""feature"": ""a1"", ""threshold"": 3.5, ""left"": 1, ""right"": 4, ""value"": [0.2275, 0.7725], ""is_leaf"": false}, {""node"": 1, ""feature"": ""a5"", ""threshold"": 7.5, ""left"": 2, ""right"": 3, ""value"": [0.7752808988764045, 0.2247191011235955], ""is_leaf"": false}, {""node"": 2, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.6, 0.4], ""is_leaf"": true}, {""node"": 3, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.9545454545454546, 0.045454545454545456], ""is_leaf"": true}, {""node"": 4, ""feature"": ""a2"", ""threshold"": 4.5, ""left"": 5, ""right"": 6, ""value"": [0.0707395498392283, 0.9292604501607717], ""is_leaf"": false}, {""node"": 5, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.019083969465648856, 0.9809160305343512], ""is_leaf"": true}, {""node"": 6, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.3469387755102041, 0.6530612244897959], ""is_leaf"": true}]","[0, 1]"
fair_affairs,xgboost,3,0.9375,"[{""node"": 0, ""feature"": ""a1"", ""threshold"": 3.5, ""left"": 1, ""right"": 8, ""value"": [0.2275, 0.7725], ""is_leaf"": false}, {""node"": 1, ""feature"": ""a5"", ""threshold"": 7.5, ""left"": 2, ""right"": 5, ""value"": [0.7752808988764045, 0.2247191011235955], ""is_leaf"": false}, {""node"": 2, ""feature"": ""a0"", ""threshold"": 2.5, ""left"": 3, ""right"": 4, ""value"": [0.6, 0.4], ""is_leaf"": false}, {""node"": 3, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.7714285714285715, 0.22857142857142856], ""is_leaf"": true}, {""node"": 4, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.0, 1.0], ""is_leaf"": true}, {""node"": 5, ""feature"": ""a0"", ""threshold"": 3.5, ""left"": 6, ""right"": 7, ""value"": [0.9545454545454546, 0.045454545454545456], ""is_leaf"": false}, {""node"": 6, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.975609756097561, 0.024390243902439025], ""is_leaf"": true}, {""node"": 7, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.6666666666666666, 0.3333333333333333], ""is_leaf"": true}, {""node"": 8, ""feature"": ""a2"", ""threshold"": 4.5, ""left"": 9, ""right"": 12, ""value"": [0.0707395498392283, 0.9292604501607717], ""is_leaf"": false}, {""node"": 9, ""feature"": ""a5"", ""threshold"": 14.75, ""left"": 10, ""right"": 11, ""value"": [0.019083969465648856, 0.9809160305343512], ""is_leaf"": false}, {""node"": 10, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.0, 1.0], ""is_leaf"": true}, {""node"": 11, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.078125, 0.921875], ""is_leaf"": true}, {""node"": 12, ""feature"": ""a4"", ""threshold"": 5.5, ""left"": 13, ""right"": 14, ""value"": [0.3469387755102041, 0.6530612244897959], ""is_leaf"": false}, {""node"": 13, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.21052631578947367, 0.7894736842105263], ""is_leaf"": true}, {""node"": 14, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.8181818181818182, 0.18181818181818182], ""is_leaf"": true}]","[0, 1]"
rand_health_visits,mlp,2,0.815,"[{""node"": 0, ""feature"": ""a1"", ""threshold"": 1.5056990385055542, ""left"": 1, ""right"": 4, ""value"": [0.2375, 0.7625], ""is_leaf"": false}, {""node"": 1, ""feature"": ""a2"", ""threshold"": 19.050000190734863, ""left"": 2, ""right"": 3, ""value"": [0.07738095238095238, 0.9226190476190477], ""is_leaf"": false}, {""node"": 2, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.027210884353741496, 0.9727891156462585], ""is_leaf"": true}, {""node"": 3, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.42857142857142855, 0.5714285714285714], ""is_leaf"": true}, {""node"": 4, ""feature"": ""a1"", ""threshold"": 7.043195962905884, ""left"": 5, ""right"": 6, ""value"": [0.35344827586206895, 0.646551724137931], ""is_leaf"": false}, {""node"": 5, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.5801526717557252, 0.4198473282442748], ""is_leaf"": true}, {""node"": 6, ""feature"": null, ""threshold"": null, ""left"": null, ""right"": null, ""value"": [0.0594059405940594, 0.9405940594059405], ""is_leaf"": true}]","[0, 1]"
