Participant ID,dataId,expMethod,modelName,Session,Tested w/ XAI,XAIType,Strategy,Assignment Prob,NLL,PAI,MAI,sensitivity,k,retrieval_threshold,scaling_factor
13,forest_cover,shap,xgboost,1,w/o XAI,Attribution,Sensitive-features categorization,1,0.6332952713,0.4444444444,0.5555555556,1.0,1,-2.706550117,
13,forest_cover,shap,xgboost,2,w/ XAI,Attribution,Attribution Sum,1,0.1090937668,0.8888888889,0.9444444444,,4,-1.718306603,4.4309260873
13,forest_cover,shap,xgboost,2,w/o XAI,Attribution,Sensitive-features categorization,1,0.6088275527,0.3888888889,0.4444444444,1.0,1,-1.509060182,
162,forest_cover,shap,xgboost,1,w/ XAI,Attribution,Attribution Sum,1,0.0009448354,1.0,1.0,,5,-1.718306603,8.0
162,forest_cover,shap,xgboost,1,w/o XAI,Attribution,Sensitive-features categorization,1,0.6722226164,0.6666666667,0.6666666667,1.0,5,-2.706550117,
162,forest_cover,shap,xgboost,2,w/ XAI,Attribution,Attribution Sum,1,0.0985762963,0.9444444444,0.8888888889,,4,-1.718306603,4.4309260873
244,forest_cover,shap,xgboost,1,w/ XAI,Attribution,Attribution Sum,1,0.0101042398,1.0,1.0,,4,-1.718306603,8.0
244,forest_cover,shap,xgboost,1,w/o XAI,Attribution,Attribution Sum,1,0.4509818882,0.6666666667,0.7777777778,,5,-2.853595089,1.3923006722
244,forest_cover,shap,xgboost,2,w/ XAI,Attribution,Attribution Sum,1,0.2593852835,0.8888888889,0.8333333333,,4,-1.718306603,1.2349080257
244,forest_cover,shap,xgboost,2,w/o XAI,Attribution,Sensitive-features categorization,1,0.6289558278,0.6111111111,0.5,1.0,1,-1.509060182,
10,forest_cover,shap,xgboost,1,w/ XAI,Attribution,Attribution Sum,1,0.0009448354,1.0,1.0,,5,-1.718306603,8.0
10,forest_cover,shap,xgboost,1,w/o XAI,Attribution,Sensitive-features categorization,1,0.6052755581,0.3888888889,0.6111111111,1.0,1,-2.706550117,
10,forest_cover,shap,xgboost,2,w/ XAI,Attribution,Attribution Sum,1,0.1090937668,0.8888888889,0.9444444444,,4,-1.718306603,4.4309260873
10,forest_cover,shap,xgboost,2,w/o XAI,Attribution,Sensitive-features categorization,1,0.6701421957,0.3888888889,0.5555555556,1.0,1,-2.706550117,
248,forest_cover,shap,xgboost,1,w/ XAI,Attribution,Attribution Sum,1,0.1011361621,0.8888888889,1.0,,3,-1.718306603,4.4309260873
248,forest_cover,shap,xgboost,1,w/o XAI,Attribution,Sensitive-features categorization,1,0.6430498855,0.2777777778,0.6666666667,1.0,1,-2.706550117,
248,forest_cover,shap,xgboost,2,w/ XAI,Attribution,Attribution Sum,1,0.0044798913,0.9444444444,0.9444444444,,3,-1.718306603,7.6269441489
248,forest_cover,shap,xgboost,2,w/o XAI,Attribution,Attribution Sum,1,0.4625335663,0.4444444444,0.5,,2,-1.754839093,3.5287563929
138,adult,lime,xgboost,1,w/ XAI,Importance,Sensitive-features categorization,1,0.289521273,0.6111111111,0.7777777778,92.1881171,3,-2.525057817,
138,adult,lime,xgboost,1,w/o XAI,Importance,Sensitive-features categorization,1,0.2843845924,0.5,0.6666666667,88.542350386,3,-2.368680065,
138,adult,lime,xgboost,2,w/ XAI,Importance,Attribution Sum,1,0.293377336,0.9444444444,1.0,,4,-4.0,3.4721201856
138,adult,lime,xgboost,2,w/o XAI,Importance,Attribution Sum,1,0.2385292362,0.9444444444,1.0,,5,-2.787268138,3.9464879396
161,forest_cover,shap,xgboost,1,w/ XAI,Attribution,Attribution Sum,1,0.1351855442,0.9444444444,1.0,,4,-1.718306603,2.8329170565
161,forest_cover,shap,xgboost,2,w/ XAI,Attribution,Attribution Sum,1,0.3719580333,0.8888888889,0.9444444444,,4,-1.718306603,1.2349080257
161,forest_cover,shap,xgboost,2,w/o XAI,Attribution,Sensitive-features categorization,1,0.6726656217,0.4444444444,0.5,1.0,3,-2.706550117,
73,forest_cover,shap,xgboost,1,w/ XAI,Importance,Attribution Sum,1,0.2990682762,0.7777777778,0.7777777778,,3,-2.909234548,1.8576459222
73,forest_cover,shap,xgboost,2,w/o XAI,Importance,Salient-features categorization,1,0.616130827,0.5555555556,0.5555555556,1.0,2,-1.284926074,
167,adult,lime,xgboost,1,w/ XAI,Importance,Salient-features categorization,1,9.6338671e-07,1.0,1.0,100.0,2,-3.913819391,
167,adult,lime,xgboost,1,w/o XAI,Importance,Attribution Sum,1,0.3648924388,0.8888888889,0.9444444444,,4,-2.787268138,3.9464879396
167,adult,lime,xgboost,2,w/ XAI,Importance,Attribution Sum,1,0.0001680304,1.0,1.0,,4,-4.0,8.0
167,adult,lime,xgboost,2,w/o XAI,Importance,Salient-features categorization,1,0.616130827,0.8333333333,0.3333333333,1.0,2,-1.284926074,
193,adult,lime,xgboost,1,w/ XAI,Attribution,Attribution Sum,1,0.6149908275,0.6666666667,0.7222222222,,5,-1.718306603,1.2349080257
193,adult,lime,xgboost,1,w/o XAI,Attribution,Attribution Sum,1,0.462361461,0.8888888889,0.7777777778,,4,-3.952351085,1.3923006722
193,adult,lime,xgboost,2,w/ XAI,Attribution,Attribution Sum,1,0.2790493267,0.9444444444,0.8333333333,,5,-1.718306603,4.4309260873
193,adult,lime,xgboost,2,w/o XAI,Attribution,Sensitive-features categorization,1,0.0006712416,1.0,1.0,52.122568747,5,-2.706550117,
196,forest_cover,shap,xgboost,1,w/ XAI,Attribution,Attribution Sum,1,0.0101042398,1.0,1.0,,4,-1.718306603,8.0
196,forest_cover,shap,xgboost,1,w/o XAI,Attribution,Attribution Sum,1,0.6144613613,0.7222222222,0.3333333333,,5,-2.853595089,0.3240728119
196,forest_cover,shap,xgboost,2,w/ XAI,Attribution,Attribution Sum,1,0.1090937668,0.8888888889,0.9444444444,,4,-1.718306603,4.4309260873
55,adult,lime,xgboost,1,w/ XAI,Attribution,Attribution Sum,1,0.3922248174,0.7777777778,0.8333333333,,5,-1.718306603,1.2349080257
55,adult,lime,xgboost,1,w/o XAI,Attribution,Attribution Sum,1,0.4624993957,0.8888888889,0.7777777778,,5,-3.952351085,1.3923006722
55,adult,lime,xgboost,2,w/ XAI,Attribution,Attribution Sum,1,0.4456270223,0.9444444444,0.8333333333,,5,-1.718306603,1.2349080257
55,adult,lime,xgboost,2,w/o XAI,Attribution,Attribution Sum,1,0.4638621454,0.7777777778,0.6666666667,,3,-3.952351085,1.3923006722
168,adult,lime,xgboost,1,w/ XAI,Importance,Attribution Sum,1,0.6476376065,0.6111111111,0.5555555556,,5,-2.909234548,0.2431716588
168,adult,lime,xgboost,1,w/o XAI,Importance,Attribution Sum,1,0.4691873109,0.6666666667,0.7777777778,,5,-2.787268138,2.0168815319
168,adult,lime,xgboost,2,w/ XAI,Importance,Sensitive-features categorization,1,0.4019544326,0.6666666667,0.7222222222,60.829485945,3,-2.525057817,
168,adult,lime,xgboost,2,w/o XAI,Importance,Salient-features categorization,1,0.6289984704,0.4444444444,0.5,1.0,3,-2.756953383,
247,adult,lime,xgboost,1,w/ XAI,Importance,Salient-features categorization,1,0.4710654209,0.6666666667,0.5555555556,1.0,2,-2.491875867,
247,adult,lime,xgboost,1,w/o XAI,Importance,Salient-features categorization,1,0.6533130023,0.7222222222,0.7222222222,1.0,2,-2.756953383,
247,adult,lime,xgboost,2,w/o XAI,Importance,Attribution Sum,1,0.3890408904,0.7777777778,0.7222222222,,4,-2.787268138,2.0168815319
232,adult,lime,xgboost,1,w/ XAI,Attribution,Attribution Sum,1,0.4447705048,0.7222222222,0.7777777778,,5,-1.718306603,1.2349080257
232,adult,lime,xgboost,1,w/o XAI,Attribution,Sensitive-features categorization,1,0.2628346536,0.9444444444,0.7777777778,21.82806764,3,-2.706550117,
232,adult,lime,xgboost,2,w/ XAI,Attribution,Attribution Sum,1,0.0829556429,0.9444444444,0.9444444444,,4,-1.718306603,8.0
232,adult,lime,xgboost,2,w/o XAI,Attribution,Sensitive-features categorization,1,0.4556043026,0.7777777778,0.5555555556,1.0,1,-1.509060182,
182,forest_cover,shap,xgboost,1,w/o XAI,Importance,Salient-features categorization,1,0.616130827,0.3888888889,0.3333333333,1.0,2,-1.284926074,
182,forest_cover,shap,xgboost,2,w/ XAI,Importance,Attribution Sum,1,0.6546510239,0.6111111111,0.6111111111,,5,-2.909234548,0.2431716588
182,forest_cover,shap,xgboost,2,w/o XAI,Importance,Attribution Sum,1,0.5081574117,0.6111111111,0.3888888889,,5,-1.641307471,2.0296064077
103,adult,lime,xgboost,1,w/ XAI,Attribution,Attribution Sum,1,0.5611094506,0.7222222222,0.6666666667,,5,-1.718306603,1.2349080257
103,adult,lime,xgboost,2,w/ XAI,Attribution,Attribution Sum,1,0.5985699586,0.7777777778,0.6111111111,,4,-1.718306603,1.2349080257
103,adult,lime,xgboost,2,w/o XAI,Attribution,Sensitive-features categorization,1,0.6560263834,0.6111111111,0.6111111111,1.0,5,-2.706550117,
76,forest_cover,shap,xgboost,1,w/ XAI,Importance,Attribution Sum,1,0.4245182231,0.6111111111,0.6666666667,,4,-1.784511801,3.4721201856
76,forest_cover,shap,xgboost,1,w/o XAI,Importance,Salient-features categorization,1,0.1228074465,0.7222222222,0.7222222222,25.903497229,2,-2.756953383,
76,forest_cover,shap,xgboost,2,w/ XAI,Importance,Sensitive-features categorization,1,0.3530560457,0.7222222222,0.6111111111,29.470854791,1,-2.525057817,
76,forest_cover,shap,xgboost,2,w/o XAI,Importance,Sensitive-features categorization,1,0.2252951967,0.5555555556,0.6666666667,26.151047959,2,-2.368680065,
226,adult,lime,xgboost,1,w/o XAI,Importance,Sensitive-features categorization,1,0.637477902,0.6111111111,0.5,1.0,4,-2.368680065,
226,adult,lime,xgboost,2,w/ XAI,Importance,Sensitive-features categorization,1,0.2011080372,0.6666666667,0.7222222222,60.829485945,3,-2.525057817,
226,adult,lime,xgboost,2,w/o XAI,Importance,Salient-features categorization,1,9.187757e-06,1.0,1.0,58.861035215,3,-2.756953383,
157,forest_cover,shap,xgboost,1,w/ XAI,Attribution,Attribution Sum,1,0.2583960398,0.8888888889,0.8333333333,,5,-1.718306603,1.2349080257
157,forest_cover,shap,xgboost,1,w/o XAI,Attribution,Sensitive-features categorization,1,0.1858431196,0.7222222222,0.6666666667,52.122568747,5,-2.706550117,
157,forest_cover,shap,xgboost,2,w/ XAI,Attribution,Attribution Sum,1,0.0202015173,1.0,0.9444444444,,5,-1.718306603,8.0
157,forest_cover,shap,xgboost,2,w/o XAI,Attribution,Sensitive-features categorization,1,0.1448576458,0.8333333333,0.7222222222,52.122568747,1,-2.706550117,
213,adult,lime,xgboost,1,w/ XAI,Importance,Attribution Sum,1,0.604665519,0.7222222222,0.6666666667,,5,-2.909234548,0.2431716588
213,adult,lime,xgboost,1,w/o XAI,Importance,Attribution Sum,1,0.304462522,0.7777777778,0.7777777778,,5,-2.787268138,2.0168815319
213,adult,lime,xgboost,2,w/ XAI,Importance,Salient-features categorization,1,0.6322544625,0.6666666667,0.5,1.0,3,-3.913819391,
213,adult,lime,xgboost,2,w/o XAI,Importance,Attribution Sum,1,0.4313503148,0.7777777778,0.8333333333,,5,-3.933228805,2.0168815319
210,adult,lime,xgboost,1,w/ XAI,Importance,Attribution Sum,1,8.71461e-05,1.0,1.0,,4,-2.909234548,8.0
210,adult,lime,xgboost,1,w/o XAI,Importance,Salient-features categorization,1,0.4973437233,0.6111111111,0.6111111111,1.0,1,-2.756953383,
210,adult,lime,xgboost,2,w/ XAI,Importance,Sensitive-features categorization,1,0.0001308167,1.0,1.0,60.829485945,5,-2.525057817,
210,adult,lime,xgboost,2,w/o XAI,Importance,Sensitive-features categorization,1,0.0974235849,0.7777777778,0.7222222222,26.151047959,4,-2.368680065,
240,forest_cover,shap,xgboost,1,w/ XAI,Importance,Sensitive-features categorization,1,0.6160984647,0.5,0.7777777778,1.0,1,-2.525057817,
176,adult,lime,xgboost,1,w/ XAI,Importance,Attribution Sum,1,8.71461e-05,1.0,1.0,,4,-2.909234548,8.0
176,adult,lime,xgboost,1,w/o XAI,Importance,Salient-features categorization,1,0.5030921136,0.6666666667,0.7777777778,1.0,1,-2.756953383,
176,adult,lime,xgboost,2,w/ XAI,Importance,Sensitive-features categorization,1,0.2684496189,0.8888888889,0.8888888889,32.358631154,1,-2.525057817,
176,adult,lime,xgboost,2,w/o XAI,Importance,Attribution Sum,1,0.5674350873,0.5555555556,0.5,,4,-1.641307471,2.0296064077
124,wine_quality,lime,mlp,1,w/ XAI,Attribution,Attribution Sum,1,0.6125204168,0.5,0.6666666667,,4,-1.718306603,1.2349080257
124,wine_quality,lime,mlp,1,w/o XAI,Attribution,Sensitive-features categorization,1,0.4679691921,0.6111111111,0.6111111111,21.82806764,1,-2.706550117,
124,wine_quality,lime,mlp,2,w/ XAI,Attribution,Attribution Sum,1,0.4640487232,0.8333333333,0.6111111111,,4,-1.718306603,1.2349080257
124,wine_quality,lime,mlp,2,w/o XAI,Attribution,Sensitive-features categorization,1,0.1808912802,0.6666666667,0.7777777778,21.82806764,1,-2.706550117,
80,wine_quality,lime,mlp,1,w/ XAI,Importance,Sensitive-features categorization,1,0.1679133836,0.4444444444,0.5555555556,32.358631154,1,-2.525057817,
80,wine_quality,lime,mlp,1,w/o XAI,Importance,Sensitive-features categorization,1,0.2726790522,0.5555555556,0.5555555556,32.195651213,2,-2.368680065,
80,wine_quality,lime,mlp,2,w/ XAI,Importance,Importance categorization,1,1.7644249e-06,0.6666666667,0.6666666667,66.685022049,3,-3.792588539,
80,wine_quality,lime,mlp,2,w/o XAI,Importance,Sensitive-features categorization,1,0.259217904,0.6111111111,0.7777777778,57.346699172,2,-2.368680065,
86,wine_quality,lime,mlp,1,w/ XAI,Attribution,Attribution Sum,1,0.0174729798,1.0,1.0,,5,-1.718306603,8.0
86,wine_quality,lime,mlp,1,w/o XAI,Attribution,Sensitive-features categorization,1,0.6261456815,0.3888888889,0.7222222222,1.0,1,-2.706550117,
86,wine_quality,lime,mlp,2,w/ XAI,Attribution,Attribution Sum,1,0.0070593373,1.0,1.0,,5,-1.718306603,8.0
86,wine_quality,lime,mlp,2,w/o XAI,Attribution,Attribution Sum,1,0.4122719378,0.7777777778,0.8333333333,,3,-2.853595089,2.4605285325
245,wine_quality,lime,mlp,1,w/ XAI,Attribution,Attribution Sum,1,0.0174729798,1.0,1.0,,5,-1.718306603,8.0
245,wine_quality,lime,mlp,1,w/o XAI,Attribution,Sensitive-features categorization,1,0.6263425254,0.7222222222,0.5555555556,1.0,5,-2.706550117,
245,wine_quality,lime,mlp,2,w/ XAI,Attribution,Attribution Sum,1,0.0735720097,0.8333333333,0.8333333333,,4,-1.718306603,8.0
245,wine_quality,lime,mlp,2,w/o XAI,Attribution,Sensitive-features categorization,1,0.0190240415,1.0,1.0,52.122568747,5,-1.509060182,
61,wine_quality,lime,mlp,1,w/ XAI,Attribution,Attribution Sum,1,0.0174729798,1.0,1.0,,5,-1.718306603,8.0
61,wine_quality,lime,mlp,1,w/o XAI,Attribution,Attribution Sum,1,0.6096531668,0.6666666667,0.6666666667,,4,-2.853595089,1.3923006722
61,wine_quality,lime,mlp,2,w/ XAI,Attribution,Attribution Sum,1,0.4408072044,0.6666666667,0.7222222222,,5,-1.718306603,1.2349080257
61,wine_quality,lime,mlp,2,w/o XAI,Attribution,Attribution Sum,1,0.0698312101,1.0,1.0,,4,-3.952351085,3.5287563929
259,wine_quality,lime,mlp,1,w/ XAI,Importance,Attribution Sum,1,0.6691753435,0.5555555556,0.5555555556,,4,-1.784511801,0.2431716588
259,wine_quality,lime,mlp,1,w/o XAI,Importance,Attribution Sum,1,0.2683928605,0.8888888889,0.9444444444,,4,-2.787268138,2.9816847358
259,wine_quality,lime,mlp,2,w/o XAI,Importance,Salient-features categorization,1,0.6101471639,0.7222222222,0.5555555556,1.0,1,-4.0,
135,wine_quality,lime,mlp,1,w/ XAI,Attribution,Attribution Sum,1,0.2234160555,0.7777777778,0.7777777778,,5,-1.718306603,8.0
135,wine_quality,lime,mlp,2,w/ XAI,Attribution,Attribution Sum,1,0.111630905,0.8333333333,0.8333333333,,5,-1.718306603,8.0
135,wine_quality,lime,mlp,2,w/o XAI,Attribution,Sensitive-features categorization,1,0.6579831662,0.6111111111,0.4444444444,1.0,1,-2.706550117,
78,wine_quality,lime,mlp,1,w/ XAI,Attribution,Attribution Sum,1,0.4215887454,0.7777777778,0.8333333333,,5,-1.718306603,1.2349080257
78,wine_quality,lime,mlp,1,w/o XAI,Attribution,Sensitive-features categorization,1,0.5748988037,0.4444444444,0.7222222222,1.0,1,-2.706550117,
78,wine_quality,lime,mlp,2,w/ XAI,Attribution,Attribution Sum,1,0.0070593373,1.0,1.0,,5,-1.718306603,8.0
78,wine_quality,lime,mlp,2,w/o XAI,Attribution,Attribution Sum,1,0.4375794233,0.8333333333,0.7777777778,,4,-2.853595089,1.9264146024
3,wine_quality,lime,mlp,1,w/ XAI,Attribution,Attribution Sum,1,0.2481546172,0.8333333333,0.7777777778,,5,-1.718306603,8.0
3,wine_quality,lime,mlp,1,w/o XAI,Attribution,Attribution Sum,1,0.4527012882,0.8333333333,0.9444444444,,5,-3.952351085,1.3923006722
3,wine_quality,lime,mlp,2,w/ XAI,Attribution,Attribution Sum,1,0.4204793313,0.7777777778,0.5555555556,,5,-1.718306603,1.2349080257
3,wine_quality,lime,mlp,2,w/o XAI,Attribution,Sensitive-features categorization,1,0.2250656345,0.7777777778,0.8888888889,21.82806764,5,-2.706550117,
99,wine_quality,lime,mlp,1,w/o XAI,Attribution,Attribution Sum,1,0.670349232,0.6666666667,0.3888888889,,5,-2.853595089,0.3240728119
99,wine_quality,lime,mlp,2,w/ XAI,Attribution,Attribution Sum,1,0.0070593373,1.0,1.0,,5,-1.718306603,8.0
99,wine_quality,lime,mlp,2,w/o XAI,Attribution,Attribution Sum,1,0.4044483979,0.7222222222,0.8333333333,,4,-3.952351085,2.4605285325
264,adult,lime,xgboost,1,w/ XAI,Importance,Salient-features categorization,1,1.04592e-06,1.0,1.0,100.0,2,-3.913819391,
264,adult,lime,xgboost,1,w/o XAI,Importance,Salient-features categorization,1,0.3238533426,0.8333333333,0.7777777778,33.957537986,1,-4.0,
264,adult,lime,xgboost,2,w/ XAI,Importance,Sensitive-features categorization,1,0.0001569118,1.0,1.0,60.829485945,5,-2.525057817,
264,adult,lime,xgboost,2,w/o XAI,Importance,Sensitive-features categorization,1,0.1956450122,0.7222222222,0.5555555556,41.748873566,3,-2.368680065,
127,adult,lime,xgboost,1,w/ XAI,Importance,Attribution Sum,1,0.1401160266,0.9444444444,1.0,,5,-2.909234548,3.4721201856
127,adult,lime,xgboost,1,w/o XAI,Importance,Salient-features categorization,1,0.5959248681,0.6666666667,0.6111111111,1.0,1,-2.756953383,
127,adult,lime,xgboost,2,w/ XAI,Importance,Salient-features categorization,1,0.11552453,0.8333333333,0.9444444444,38.38752037,1,-3.913819391,
127,adult,lime,xgboost,2,w/o XAI,Importance,Attribution Sum,1,0.1091536672,0.7222222222,0.8888888889,,3,-2.787268138,5.8760943474
275,adult,lime,xgboost,1,w/ XAI,Importance,Salient-features categorization,1,9.8045918e-07,1.0,1.0,100.0,2,-3.913819391,
275,adult,lime,xgboost,1,w/o XAI,Importance,Attribution Sum,1,0.1476055281,0.9444444444,0.9444444444,,4,-3.933228805,5.8760943474
275,adult,lime,xgboost,2,w/ XAI,Importance,Attribution Sum,1,0.0005623616,1.0,1.0,,4,-2.909234548,8.0
275,adult,lime,xgboost,2,w/o XAI,Importance,Attribution Sum,1,0.1029237683,0.7777777778,0.8333333333,,3,-2.787268138,5.8760943474
46,adult,lime,xgboost,1,w/ XAI,Importance,Attribution Sum,1,9.35998e-05,1.0,1.0,,3,-2.909234548,8.0
46,adult,lime,xgboost,1,w/o XAI,Importance,Attribution Sum,1,0.4420001193,0.7222222222,0.8333333333,,5,-2.787268138,2.0168815319
46,adult,lime,xgboost,2,w/ XAI,Importance,Salient-features categorization,1,-9.99971e-11,1.0,1.0,68.700503641,2,-2.491875867,
46,adult,lime,xgboost,2,w/o XAI,Importance,Attribution Sum,1,0.1283536509,0.8888888889,0.8888888889,,4,-3.933228805,5.8760943474
269,adult,lime,xgboost,1,w/ XAI,Importance,Attribution Sum,1,0.6606941067,0.6666666667,0.4444444444,,4,-2.909234548,0.2431716588
269,adult,lime,xgboost,1,w/o XAI,Importance,Salient-features categorization,1,0.6433957679,0.5,0.6111111111,1.0,1,-2.756953383,
269,adult,lime,xgboost,2,w/ XAI,Importance,Sensitive-features categorization,1,0.1371330674,0.6111111111,0.6666666667,60.829485945,1,-2.525057817,
269,adult,lime,xgboost,2,w/o XAI,Importance,Attribution Sum,1,0.4448387449,0.8888888889,0.8333333333,,4,-3.933228805,2.0168815319
284,adult,lime,xgboost,1,w/ XAI,Importance,Salient-features categorization,1,5.6755697e-07,1.0,1.0,100.0,2,-3.913819391,
284,adult,lime,xgboost,1,w/o XAI,Importance,Sensitive-features categorization,1,0.3824620028,0.7777777778,0.6666666667,32.195651213,5,-2.368680065,
284,adult,lime,xgboost,2,w/ XAI,Importance,Attribution Sum,1,0.0005167461,1.0,1.0,,4,-2.909234548,8.0
284,adult,lime,xgboost,2,w/o XAI,Importance,Attribution Sum,1,0.1220617504,0.9444444444,0.8888888889,,4,-3.933228805,5.8760943474
268,adult,lime,xgboost,1,w/ XAI,Importance,Salient-features categorization,1,3.80801e-05,1.0,1.0,68.700503641,2,-3.913819391,
268,adult,lime,xgboost,1,w/o XAI,Importance,Attribution Sum,1,0.4873265704,0.8333333333,0.7777777778,,4,-3.933228805,2.0168815319
268,adult,lime,xgboost,2,w/ XAI,Importance,Sensitive-features categorization,1,0.0001593785,1.0,1.0,60.829485945,5,-2.525057817,
268,adult,lime,xgboost,2,w/o XAI,Importance,Attribution Sum,1,0.503159141,0.7222222222,0.7222222222,,5,-3.933228805,2.0168815319
160,adult,lime,xgboost,1,w/ XAI,Importance,Attribution Sum,1,9.35998e-05,1.0,1.0,,3,-2.909234548,8.0
160,adult,lime,xgboost,1,w/o XAI,Importance,Attribution Sum,1,0.4467194116,0.7777777778,0.7777777778,,5,-2.787268138,2.0168815319
160,adult,lime,xgboost,2,w/ XAI,Importance,Salient-features categorization,1,-9.99909e-11,1.0,1.0,68.700503641,2,-2.491875867,
160,adult,lime,xgboost,2,w/o XAI,Importance,Attribution Sum,1,0.1749553733,0.8888888889,0.8333333333,,4,-3.933228805,5.8760943474
43,adult,lime,xgboost,1,w/ XAI,Importance,Salient-features categorization,1,0.6396605576,0.4444444444,0.4444444444,1.0,3,-2.491875867,
43,adult,lime,xgboost,1,w/o XAI,Importance,Sensitive-features categorization,1,0.4053238556,0.6666666667,0.5555555556,10.553222352,3,-2.368680065,
43,adult,lime,xgboost,2,w/ XAI,Importance,Sensitive-features categorization,1,0.2006206226,0.6666666667,0.6666666667,60.829485945,1,-2.525057817,
43,adult,lime,xgboost,2,w/o XAI,Importance,Salient-features categorization,1,2.8619e-06,1.0,1.0,91.818573201,2,-4.0,
144,adult,lime,xgboost,1,w/ XAI,Importance,Salient-features categorization,1,0.6546390037,0.2777777778,0.5,1.0,2,-1.069932343,
144,adult,lime,xgboost,1,w/o XAI,Importance,Attribution Sum,1,0.4268360434,0.7222222222,0.8333333333,,5,-2.787268138,2.0168815319
144,adult,lime,xgboost,2,w/ XAI,Importance,Sensitive-features categorization,1,0.6354530405,0.5555555556,0.7222222222,1.0,3,-2.525057817,
144,adult,lime,xgboost,2,w/o XAI,Importance,Attribution Sum,1,0.4072768123,0.6666666667,0.7777777778,,3,-2.787268138,2.0168815319
21,adult,lime,xgboost,1,w/ XAI,Importance,Attribution Sum,1,9.35998e-05,1.0,1.0,,3,-2.909234548,8.0
21,adult,lime,xgboost,1,w/o XAI,Importance,Salient-features categorization,1,0.5402492789,0.6111111111,0.7777777778,1.0,1,-2.756953383,
21,adult,lime,xgboost,2,w/ XAI,Importance,Salient-features categorization,1,-9.99934e-11,1.0,1.0,68.700503641,2,-2.491875867,
21,adult,lime,xgboost,2,w/o XAI,Importance,Attribution Sum,1,0.164390263,0.8888888889,0.8888888889,,4,-3.933228805,5.8760943474
108,adult,lime,xgboost,1,w/ XAI,Importance,Attribution Sum,1,0.2509958207,0.9444444444,1.0,,2,-2.909234548,3.4721201856
108,adult,lime,xgboost,1,w/o XAI,Importance,Salient-features categorization,1,0.5302326079,0.7777777778,0.6111111111,1.0,1,-2.756953383,
291,adult,lime,xgboost,1,w/o XAI,Importance,Sensitive-features categorization,1,0.3548890192,0.6666666667,0.6666666667,32.195651213,4,-2.368680065,
291,adult,lime,xgboost,2,w/ XAI,Importance,Sensitive-features categorization,1,0.6501573784,0.6111111111,0.5,1.0,5,-2.525057817,
291,adult,lime,xgboost,2,w/o XAI,Importance,Salient-features categorization,1,0.2208608314,0.7222222222,0.7222222222,33.957537986,1,-2.527972691,
273,adult,lime,xgboost,1,w/ XAI,Importance,Attribution Sum,1,9.35998e-05,1.0,1.0,,3,-2.909234548,8.0
273,adult,lime,xgboost,1,w/o XAI,Importance,Salient-features categorization,1,0.6003526259,0.8888888889,0.6666666667,1.0,2,-2.756953383,
273,adult,lime,xgboost,2,w/ XAI,Importance,Salient-features categorization,1,-9.99923e-11,1.0,1.0,68.700503641,2,-2.491875867,
273,adult,lime,xgboost,2,w/o XAI,Importance,Salient-features categorization,1,0.6048497113,0.7777777778,0.6666666667,1.0,3,-2.527972691,
283,adult,lime,xgboost,1,w/ XAI,Importance,Salient-features categorization,1,0.5187595663,0.7777777778,0.6111111111,1.0,2,-3.913819391,
283,adult,lime,xgboost,1,w/o XAI,Importance,Attribution Sum,1,0.2071221843,0.7777777778,0.7777777778,,5,-3.933228805,5.8760943474
283,adult,lime,xgboost,2,w/ XAI,Importance,Attribution Sum,1,0.1543075692,0.9444444444,1.0,,5,-2.909234548,3.4721201856
283,adult,lime,xgboost,2,w/o XAI,Importance,Attribution Sum,1,0.360222608,0.8333333333,0.7777777778,,4,-3.360248471,2.9816847358
271,adult,lime,xgboost,1,w/ XAI,Importance,Attribution Sum,1,8.71461e-05,1.0,1.0,,4,-2.909234548,8.0
271,adult,lime,xgboost,1,w/o XAI,Importance,Salient-features categorization,1,0.1799092389,0.7777777778,0.8888888889,25.903497229,3,-2.756953383,
271,adult,lime,xgboost,2,w/ XAI,Importance,Salient-features categorization,1,-9.99964e-11,1.0,1.0,68.700503641,2,-2.491875867,
271,adult,lime,xgboost,2,w/o XAI,Importance,Attribution Sum,1,0.2847799973,0.8888888889,0.9444444444,,4,-3.933228805,3.9464879396
87,adult,lime,xgboost,1,w/ XAI,Importance,Salient-features categorization,1,1.0434082e-06,1.0,1.0,100.0,2,-3.913819391,
87,adult,lime,xgboost,1,w/o XAI,Importance,Salient-features categorization,1,0.6072778241,0.7222222222,0.5,1.0,2,-2.756953383,
87,adult,lime,xgboost,2,w/ XAI,Importance,Attribution Sum,1,0.1426391788,0.9444444444,0.9444444444,,4,-2.909234548,3.4721201856
87,adult,lime,xgboost,2,w/o XAI,Importance,Attribution Sum,1,0.5090088143,0.5555555556,0.5555555556,,5,-2.787268138,2.0168815319
267,adult,lime,xgboost,1,w/ XAI,Importance,Attribution Sum,1,0.4802387852,0.8888888889,1.0,,2,-2.909234548,3.4721201856
267,adult,lime,xgboost,2,w/ XAI,Importance,Attribution Sum,1,0.0001680304,1.0,1.0,,4,-4.0,8.0
94,adult,lime,xgboost,2,w/ XAI,Importance,Salient-features categorization,1,0.6022117655,0.3888888889,0.4444444444,1.0,2,-2.491875867,
282,adult,lime,xgboost,1,w/ XAI,Importance,Salient-features categorization,1,0.4538060098,0.7222222222,0.6666666667,1.0,2,-2.491875867,
