Participant ID,dataId,expMethod,modelName,Session,Tested w/ XAI,XAIType,Strategy,Assignment Prob,NLL,PAI,MAI,sensitivity,k,retrieval_threshold,scaling_factor
116,wine_quality,lime,mlp,2,w/ XAI,Attribution,Attribution Sum,1,0.4408072044,0.6666666667,0.5555555556,,5,-1.718306603,1.2349080257
116,wine_quality,lime,mlp,2,w/o XAI,Attribution,Sensitive-features categorization,1,0.4522463085,0.6666666667,0.8888888889,21.82806764,3,-2.706550117,
23,forest_cover,shap,xgboost,1,w/ XAI,Attribution,Attribution Sum,1,0.0009448354,1.0,1.0,,5,-1.718306603,8.0
23,forest_cover,shap,xgboost,1,w/o XAI,Attribution,Attribution Sum,1,0.6081620397,0.5,0.5555555556,,3,-3.952351085,0.3240728119
23,forest_cover,shap,xgboost,2,w/ XAI,Attribution,Attribution Sum,1,0.0202015173,1.0,1.0,,5,-1.718306603,8.0
153,forest_cover,shap,xgboost,1,w/ XAI,Attribution,Attribution Sum,1,0.0101042398,1.0,1.0,,4,-1.718306603,8.0
153,forest_cover,shap,xgboost,1,w/o XAI,Attribution,Sensitive-features categorization,1,0.2311058635,0.7222222222,0.7777777778,21.82806764,3,-2.706550117,
153,forest_cover,shap,xgboost,2,w/ XAI,Attribution,Attribution Sum,1,0.3163062283,0.7777777778,0.8333333333,,4,-1.718306603,1.2349080257
153,forest_cover,shap,xgboost,2,w/o XAI,Attribution,Attribution Sum,1,0.6202271581,0.4444444444,0.6666666667,,4,-2.853595089,1.3923006722
59,forest_cover,shap,xgboost,1,w/ XAI,Importance,Sensitive-features categorization,1,0.5755899699,0.5555555556,0.5555555556,1.0,1,-2.525057817,
59,forest_cover,shap,xgboost,1,w/o XAI,Importance,Salient-features categorization,1,0.0559515042,0.6666666667,0.7222222222,58.861035215,2,-2.756953383,
59,forest_cover,shap,xgboost,2,w/ XAI,Importance,Sensitive-features categorization,1,0.6691997741,0.4444444444,0.5,1.0,3,-2.525057817,
59,forest_cover,shap,xgboost,2,w/o XAI,Importance,Sensitive-features categorization,1,0.2922850131,0.5555555556,0.6111111111,26.151047959,5,-2.368680065,
31,forest_cover,shap,xgboost,1,w/ XAI,Attribution,Attribution Sum,1,0.0009448354,1.0,1.0,,5,-1.718306603,8.0
31,forest_cover,shap,xgboost,1,w/o XAI,Attribution,Attribution Sum,1,0.5114884155,0.5555555556,0.5555555556,,3,-2.853595089,1.3923006722
31,forest_cover,shap,xgboost,2,w/ XAI,Attribution,Attribution Sum,1,0.2309660224,0.9444444444,0.8888888889,,3,-1.718306603,1.2349080257
31,forest_cover,shap,xgboost,2,w/o XAI,Attribution,Attribution Sum,1,0.3134873812,0.7777777778,0.7222222222,,5,-3.952351085,2.4605285325
72,wine_quality,lime,mlp,1,w/ XAI,Importance,Sensitive-features categorization,1,0.5309823782,0.4444444444,0.5,32.358631154,1,-2.525057817,
72,wine_quality,lime,mlp,1,w/o XAI,Importance,Sensitive-features categorization,1,0.600960015,0.5555555556,0.5555555556,26.151047959,2,-2.368680065,
72,wine_quality,lime,mlp,2,w/ XAI,Importance,Importance categorization,1,2.0069984e-06,0.6666666667,0.6666666667,66.685022049,3,-3.792588539,
72,wine_quality,lime,mlp,2,w/o XAI,Importance,Sensitive-features categorization,1,0.2671997501,0.6111111111,0.7777777778,57.346699172,2,-2.368680065,
1,forest_cover,shap,xgboost,1,w/ XAI,Attribution,Attribution Sum,1,0.0707058845,0.9444444444,1.0,,5,-1.718306603,4.4309260873
1,forest_cover,shap,xgboost,1,w/o XAI,Attribution,Sensitive-features categorization,1,0.173595836,0.7777777778,0.7222222222,52.122568747,3,-2.706550117,
1,forest_cover,shap,xgboost,2,w/ XAI,Attribution,Attribution Sum,1,0.0202015173,1.0,1.0,,5,-1.718306603,8.0
1,forest_cover,shap,xgboost,2,w/o XAI,Attribution,Attribution Sum,1,0.3980491835,0.7222222222,0.7222222222,,4,-2.853595089,2.4605285325
172,forest_cover,shap,xgboost,1,w/ XAI,Attribution,Attribution Sum,1,0.0009448354,1.0,1.0,,5,-1.718306603,8.0
172,forest_cover,shap,xgboost,1,w/o XAI,Attribution,Sensitive-features categorization,1,0.6745956498,0.5555555556,0.4444444444,1.0,5,-1.509060182,
172,forest_cover,shap,xgboost,2,w/ XAI,Attribution,Attribution Sum,1,0.3163062283,0.7777777778,0.7222222222,,4,-1.718306603,1.2349080257
51,wine_quality,lime,mlp,1,w/ XAI,Attribution,Attribution Sum,1,0.535025754,0.6666666667,0.6666666667,,5,-1.718306603,1.2349080257
51,wine_quality,lime,mlp,2,w/ XAI,Attribution,Attribution Sum,1,0.0070593373,1.0,1.0,,5,-1.718306603,8.0
51,wine_quality,lime,mlp,2,w/o XAI,Attribution,Sensitive-features categorization,1,0.6574839215,0.6666666667,0.5,1.0,1,-2.706550117,
229,wine_quality,lime,mlp,1,w/ XAI,Importance,Attribution Sum,1,0.6057046297,0.8333333333,0.6111111111,,3,-2.909234548,0.2431716588
229,wine_quality,lime,mlp,1,w/o XAI,Importance,Attribution Sum,1,0.4547185231,0.8888888889,0.8888888889,,4,-3.933228805,2.0168815319
229,wine_quality,lime,mlp,2,w/ XAI,Importance,Attribution Sum,1,0.6354509146,0.7222222222,0.3888888889,,4,-4.0,0.2431716588
229,wine_quality,lime,mlp,2,w/o XAI,Importance,Attribution Sum,1,0.1024082982,1.0,0.8888888889,,5,-3.933228805,5.8760943474
63,wine_quality,lime,mlp,1,w/ XAI,Attribution,Attribution Sum,1,0.1676854971,0.9444444444,0.8888888889,,3,-1.718306603,4.4309260873
63,wine_quality,lime,mlp,1,w/o XAI,Attribution,Attribution Sum,1,0.465408882,0.6111111111,0.4444444444,,3,-1.754839093,3.5287563929
63,wine_quality,lime,mlp,2,w/ XAI,Attribution,Attribution Sum,1,0.091037563,0.8888888889,0.8333333333,,4,-1.718306603,8.0
63,wine_quality,lime,mlp,2,w/o XAI,Attribution,Attribution Sum,1,0.030797864,0.9444444444,0.9444444444,,4,-2.853595089,3.5287563929
173,wine_quality,lime,mlp,1,w/ XAI,Attribution,Attribution Sum,1,0.5837561995,0.8888888889,0.6111111111,,5,-1.718306603,1.2349080257
173,wine_quality,lime,mlp,1,w/o XAI,Attribution,Sensitive-features categorization,1,0.5992272409,0.5555555556,0.7222222222,1.0,5,-1.509060182,
173,wine_quality,lime,mlp,2,w/ XAI,Attribution,Attribution Sum,1,0.5355829775,0.7222222222,0.7777777778,,5,-1.718306603,1.2349080257
141,wine_quality,lime,mlp,1,w/ XAI,Importance,Attribution Sum,1,0.6543781693,0.6111111111,0.5,,3,-2.909234548,0.2431716588
141,wine_quality,lime,mlp,1,w/o XAI,Importance,Salient-features categorization,1,0.5755968492,0.7222222222,0.5555555556,1.0,1,-2.756953383,
141,wine_quality,lime,mlp,2,w/ XAI,Importance,Attribution Sum,1,0.6049658206,0.6666666667,0.5,,4,-2.909234548,0.2431716588
141,wine_quality,lime,mlp,2,w/o XAI,Importance,Sensitive-features categorization,1,0.1120204474,0.8333333333,0.7222222222,57.346699172,3,-2.368680065,
5,wine_quality,lime,mlp,1,w/ XAI,Attribution,Attribution Sum,1,0.3028326499,0.8888888889,0.7222222222,,5,-1.718306603,7.6269441489
5,wine_quality,lime,mlp,1,w/o XAI,Attribution,Attribution Sum,1,0.5745494507,0.7222222222,0.8888888889,,5,-2.853595089,1.3923006722
5,wine_quality,lime,mlp,2,w/ XAI,Attribution,Attribution Sum,1,0.111630905,0.8333333333,0.8888888889,,5,-1.718306603,8.0
97,wine_quality,lime,mlp,1,w/ XAI,Importance,Salient-features categorization,1,0.5486405587,0.6666666667,0.8333333333,1.0,2,-3.913819391,
97,wine_quality,lime,mlp,1,w/o XAI,Importance,Salient-features categorization,1,0.5488230521,0.6111111111,0.7222222222,1.0,2,-2.756953383,
97,wine_quality,lime,mlp,2,w/ XAI,Importance,Attribution Sum,1,0.1184901642,0.9444444444,0.8888888889,,5,-2.875277253,8.0
97,wine_quality,lime,mlp,2,w/o XAI,Importance,Attribution Sum,1,0.6708477908,0.6111111111,0.6111111111,,4,-2.787268138,0.1
177,wine_quality,lime,mlp,1,w/ XAI,Importance,Attribution Sum,1,0.6673644814,0.6111111111,0.6666666667,,2,-2.909234548,0.2431716588
177,wine_quality,lime,mlp,1,w/o XAI,Importance,Attribution Sum,1,0.5129116446,0.3888888889,0.2777777778,,4,-1.641307471,2.0296064077
177,wine_quality,lime,mlp,2,w/ XAI,Importance,Sensitive-features categorization,1,0.274188976,0.6111111111,0.7777777778,32.358631154,1,-2.525057817,
177,wine_quality,lime,mlp,2,w/o XAI,Importance,Attribution Sum,1,0.4329666982,0.7222222222,0.8333333333,,5,-2.787268138,2.0168815319
228,wine_quality,lime,mlp,1,w/ XAI,Importance,Attribution Sum,1,0.5909178449,0.8333333333,0.7777777778,,3,-2.909234548,0.2431716588
228,wine_quality,lime,mlp,1,w/o XAI,Importance,Salient-features categorization,1,0.0157092392,0.9444444444,0.9444444444,58.861035215,2,-4.0,
228,wine_quality,lime,mlp,2,w/ XAI,Importance,Salient-features categorization,1,0.5853873938,0.7222222222,0.6666666667,1.0,3,-2.491875867,
228,wine_quality,lime,mlp,2,w/o XAI,Importance,Sensitive-features categorization,1,0.2633015905,0.8888888889,0.8333333333,26.151047959,3,-2.368680065,
32,forest_cover,shap,xgboost,1,w/ XAI,Importance,Attribution Sum,1,0.5771850568,0.6666666667,0.3333333333,,3,-2.909234548,0.2431716588
32,forest_cover,shap,xgboost,1,w/o XAI,Importance,Sensitive-features categorization,1,0.2911550721,0.8333333333,0.7222222222,26.151047959,2,-2.368680065,
32,forest_cover,shap,xgboost,2,w/ XAI,Importance,Salient-features categorization,1,0.6546390037,0.6111111111,0.5,1.0,2,-1.069932343,
32,forest_cover,shap,xgboost,2,w/o XAI,Importance,Salient-features categorization,1,0.6374831698,0.7777777778,0.6111111111,1.0,3,-2.756953383,
145,wine_quality,lime,mlp,1,w/ XAI,Attribution,Attribution Sum,1,0.1761592715,0.9444444444,0.9444444444,,3,-1.718306603,4.4309260873
145,wine_quality,lime,mlp,1,w/o XAI,Attribution,Attribution Sum,1,0.5596379235,0.8333333333,0.7222222222,,5,-2.853595089,1.3923006722
145,wine_quality,lime,mlp,2,w/ XAI,Attribution,Attribution Sum,1,0.4206766732,0.7222222222,0.7777777778,,5,-1.718306603,1.2349080257
145,wine_quality,lime,mlp,2,w/o XAI,Attribution,Attribution Sum,1,0.4495308971,0.8888888889,0.9444444444,,4,-3.952351085,1.3923006722
52,forest_cover,shap,xgboost,1,w/ XAI,Attribution,Attribution Sum,1,0.2163604306,0.9444444444,0.8888888889,,4,-1.718306603,1.2349080257
52,forest_cover,shap,xgboost,1,w/o XAI,Attribution,Attribution Sum,1,0.5909943341,0.4444444444,0.5555555556,,5,-2.853595089,0.3240728119
52,forest_cover,shap,xgboost,2,w/ XAI,Attribution,Attribution Sum,1,0.0202015173,1.0,1.0,,5,-1.718306603,8.0
52,forest_cover,shap,xgboost,2,w/o XAI,Attribution,Sensitive-features categorization,1,0.3150269895,0.7222222222,0.6666666667,21.82806764,4,-2.706550117,
184,forest_cover,shap,xgboost,1,w/ XAI,Attribution,Attribution Sum,1,0.0101042398,1.0,0.9444444444,,4,-1.718306603,8.0
184,forest_cover,shap,xgboost,1,w/o XAI,Attribution,Attribution Sum,1,0.2746685124,0.6666666667,0.7222222222,,3,-2.853595089,2.4605285325
184,forest_cover,shap,xgboost,2,w/ XAI,Attribution,Attribution Sum,1,0.1090937668,0.8888888889,0.9444444444,,4,-1.718306603,4.4309260873
184,forest_cover,shap,xgboost,2,w/o XAI,Attribution,Attribution Sum,1,0.251323191,0.6111111111,0.7777777778,,5,-2.853595089,3.5287563929
24,adult,lime,xgboost,1,w/ XAI,Importance,Attribution Sum,1,0.4832476324,0.8888888889,0.9444444444,,2,-2.909234548,3.4721201856
24,adult,lime,xgboost,1,w/o XAI,Importance,Attribution Sum,1,0.405113346,0.7222222222,0.6666666667,,5,-3.933228805,2.0168815319
24,adult,lime,xgboost,2,w/ XAI,Importance,Salient-features categorization,1,-9.99859e-11,1.0,1.0,68.700503641,2,-2.491875867,
24,adult,lime,xgboost,2,w/o XAI,Importance,Salient-features categorization,1,0.1873313774,0.8333333333,0.8888888889,33.957537986,1,-2.756953383,
201,adult,lime,xgboost,1,w/ XAI,Attribution,Attribution Sum,1,0.0958424389,1.0,0.8888888889,,4,-1.718306603,8.0
201,adult,lime,xgboost,1,w/o XAI,Attribution,Attribution Sum,1,0.6123275585,0.6666666667,0.6666666667,,5,-2.853595089,0.3240728119
201,adult,lime,xgboost,2,w/ XAI,Attribution,Attribution Sum,1,0.4013212009,1.0,0.5555555556,,5,-1.718306603,1.2349080257
201,adult,lime,xgboost,2,w/o XAI,Attribution,Sensitive-features categorization,1,0.2019933075,0.9444444444,0.8333333333,31.294501107,1,-2.706550117,
129,adult,lime,xgboost,1,w/ XAI,Attribution,Attribution Sum,1,0.4665922939,0.9444444444,0.6666666667,,5,-1.718306603,1.2349080257
129,adult,lime,xgboost,1,w/o XAI,Attribution,Sensitive-features categorization,1,0.1966850623,0.9444444444,0.7222222222,36.975318194,3,-2.706550117,
129,adult,lime,xgboost,2,w/ XAI,Attribution,Attribution Sum,1,0.3917597703,0.7222222222,0.6666666667,,5,-1.718306603,1.2349080257
129,adult,lime,xgboost,2,w/o XAI,Attribution,Attribution Sum,1,0.4384815178,0.9444444444,0.7222222222,,5,-3.952351085,1.3923006722
113,adult,lime,xgboost,1,w/ XAI,Attribution,Attribution Sum,1,0.4034923233,0.8333333333,0.6666666667,,5,-1.718306603,1.2349080257
113,adult,lime,xgboost,1,w/o XAI,Attribution,Attribution Sum,1,0.3756444804,0.7777777778,0.8888888889,,3,-3.952351085,2.4605285325
113,adult,lime,xgboost,2,w/ XAI,Attribution,Attribution Sum,1,0.245092426,1.0,0.7222222222,,4,-1.718306603,2.8329170565
113,adult,lime,xgboost,2,w/o XAI,Attribution,Attribution Sum,1,0.2874549118,0.7777777778,0.7777777778,,4,-2.853595089,2.4605285325
88,adult,lime,xgboost,1,w/ XAI,Attribution,Attribution Sum,1,0.1361482645,0.7777777778,0.7777777778,,5,-1.718306603,7.6269441489
88,adult,lime,xgboost,1,w/o XAI,Attribution,Attribution Sum,1,0.1533356465,0.7777777778,0.7222222222,,3,-2.853595089,3.5287563929
88,adult,lime,xgboost,2,w/ XAI,Attribution,Attribution Sum,1,0.4044285559,0.9444444444,0.4444444444,,5,-1.718306603,1.2349080257
88,adult,lime,xgboost,2,w/o XAI,Attribution,Sensitive-features categorization,1,0.6610339374,0.5555555556,0.6111111111,1.0,3,-2.706550117,
2,adult,lime,xgboost,1,w/ XAI,Importance,Attribution Sum,1,8.28217e-05,1.0,1.0,,3,-2.909234548,8.0
2,adult,lime,xgboost,1,w/o XAI,Importance,Attribution Sum,1,0.5427967124,0.8333333333,0.7777777778,,4,-2.787268138,1.052078328
2,adult,lime,xgboost,2,w/ XAI,Importance,Attribution Sum,1,0.1426391788,0.9444444444,1.0,,4,-2.909234548,3.4721201856
2,adult,lime,xgboost,2,w/o XAI,Importance,Salient-features categorization,1,0.6500073924,0.8333333333,0.5,1.0,2,-4.0,
186,adult,lime,xgboost,1,w/ XAI,Importance,Salient-features categorization,1,1.0541835e-06,1.0,1.0,100.0,2,-3.913819391,
186,adult,lime,xgboost,1,w/o XAI,Importance,Sensitive-features categorization,1,0.3308056838,0.8333333333,0.8888888889,10.553222352,3,-2.368680065,
186,adult,lime,xgboost,2,w/ XAI,Importance,Importance categorization,1,0.1413109652,0.9444444444,1.0,66.685022049,3,-3.792588539,
186,adult,lime,xgboost,2,w/o XAI,Importance,Sensitive-features categorization,1,0.1929372492,0.7222222222,0.6666666667,41.748873566,3,-2.368680065,
106,adult,lime,xgboost,1,w/ XAI,Attribution,Attribution Sum,1,0.0958424389,1.0,1.0,,4,-1.718306603,8.0
106,adult,lime,xgboost,1,w/o XAI,Attribution,Attribution Sum,1,0.182600871,0.7777777778,0.7777777778,,5,-2.853595089,2.4605285325
106,adult,lime,xgboost,2,w/ XAI,Attribution,Attribution Sum,1,0.0829556429,0.9444444444,0.8888888889,,4,-1.718306603,8.0
106,adult,lime,xgboost,2,w/o XAI,Attribution,Sensitive-features categorization,1,0.2873801123,0.6666666667,0.6111111111,36.975318194,3,-2.706550117,
225,adult,lime,xgboost,1,w/ XAI,Attribution,Attribution Sum,1,0.6747336966,0.7222222222,0.4444444444,,5,-1.718306603,0.1
220,adult,lime,xgboost,1,w/ XAI,Attribution,Attribution Sum,1,0.1970380261,0.9444444444,0.8888888889,,5,-1.718306603,4.4309260873
220,adult,lime,xgboost,1,w/o XAI,Attribution,Sensitive-features categorization,1,0.3089949464,0.7777777778,0.7222222222,31.294501107,5,-1.509060182,
220,adult,lime,xgboost,2,w/ XAI,Attribution,Attribution Sum,1,0.3961817724,0.7777777778,0.8333333333,,5,-1.718306603,1.2349080257
220,adult,lime,xgboost,2,w/o XAI,Attribution,Sensitive-features categorization,1,0.0002962775,1.0,1.0,52.122568747,5,-2.706550117,
29,adult,lime,xgboost,1,w/ XAI,Importance,Attribution Sum,1,0.1873392965,0.9444444444,1.0,,4,-2.909234548,1.8576459222
29,adult,lime,xgboost,1,w/o XAI,Importance,Attribution Sum,1,0.2768605874,0.8333333333,0.7777777778,,4,-2.787268138,2.9816847358
29,adult,lime,xgboost,2,w/ XAI,Importance,Salient-features categorization,1,-9.99876e-11,1.0,1.0,68.700503641,2,-2.491875867,
29,adult,lime,xgboost,2,w/o XAI,Importance,Attribution Sum,1,0.255083131,0.9444444444,0.8888888889,,5,-2.787268138,3.9464879396
189,adult,lime,xgboost,1,w/ XAI,Importance,Sensitive-features categorization,1,0.4247150466,0.6666666667,0.5,32.358631154,1,-2.525057817,
189,adult,lime,xgboost,1,w/o XAI,Importance,Sensitive-features categorization,1,0.3174032098,0.7222222222,0.7777777778,88.542350386,3,-2.368680065,
189,adult,lime,xgboost,2,w/ XAI,Importance,Sensitive-features categorization,1,0.2512057184,0.7222222222,0.6666666667,60.829485945,1,-2.525057817,
189,adult,lime,xgboost,2,w/o XAI,Importance,Salient-features categorization,1,6.5784725e-06,1.0,1.0,58.861035215,3,-2.756953383,
194,adult,lime,xgboost,1,w/ XAI,Importance,Attribution Sum,1,0.1436942247,0.9444444444,1.0,,5,-2.909234548,3.4721201856
194,adult,lime,xgboost,1,w/o XAI,Importance,Salient-features categorization,1,0.1939383634,0.8333333333,0.7777777778,33.957537986,1,-2.756953383,
194,adult,lime,xgboost,2,w/ XAI,Importance,Attribution Sum,1,0.0001680304,1.0,1.0,,4,-4.0,8.0
194,adult,lime,xgboost,2,w/o XAI,Importance,Sensitive-features categorization,1,0.212708195,0.6666666667,0.7222222222,41.748873566,3,-2.368680065,
181,adult,lime,xgboost,1,w/ XAI,Importance,Importance categorization,1,0.1607870824,0.8888888889,0.8333333333,31.364774843,5,-3.792588539,
181,adult,lime,xgboost,1,w/o XAI,Importance,Attribution Sum,1,0.3585473791,0.7777777778,0.7222222222,,4,-2.787268138,2.0168815319
181,adult,lime,xgboost,2,w/ XAI,Importance,Attribution Sum,1,0.0001680304,1.0,1.0,,4,-4.0,8.0
181,adult,lime,xgboost,2,w/o XAI,Importance,Salient-features categorization,1,0.0854329753,0.6111111111,0.6666666667,33.957537986,3,-2.527972691,
230,adult,lime,xgboost,1,w/ XAI,Attribution,Attribution Sum,1,0.447480099,0.8333333333,0.6111111111,,5,-1.718306603,1.2349080257
230,adult,lime,xgboost,1,w/o XAI,Attribution,Attribution Sum,1,0.3983061028,0.7777777778,0.7777777778,,3,-2.853595089,1.3923006722
230,adult,lime,xgboost,2,w/ XAI,Attribution,Attribution Sum,1,0.2597669384,0.8888888889,0.7777777778,,4,-1.718306603,2.8329170565
230,adult,lime,xgboost,2,w/o XAI,Attribution,Attribution Sum,1,0.4941031255,0.6666666667,0.7222222222,,4,-3.952351085,1.3923006722
7,adult,lime,xgboost,1,w/ XAI,Attribution,Attribution Sum,1,0.4447705048,0.7222222222,0.6111111111,,5,-1.718306603,1.2349080257
7,adult,lime,xgboost,1,w/o XAI,Attribution,Attribution Sum,1,0.5031955384,0.7777777778,0.7777777778,,5,-3.952351085,1.3923006722
7,adult,lime,xgboost,2,w/ XAI,Attribution,Attribution Sum,1,0.4013212009,1.0,0.7222222222,,5,-1.718306603,1.2349080257
7,adult,lime,xgboost,2,w/o XAI,Attribution,Attribution Sum,1,0.4407348203,0.7777777778,0.7777777778,,5,-2.853595089,1.3923006722
187,adult,lime,xgboost,2,w/ XAI,Attribution,Attribution Sum,1,0.5340408394,0.8333333333,0.6666666667,,5,-1.718306603,1.2349080257
109,adult,lime,xgboost,1,w/ XAI,Importance,Sensitive-features categorization,1,0.6477356342,0.3333333333,0.5555555556,1.0,1,-2.525057817,
109,adult,lime,xgboost,1,w/o XAI,Importance,Attribution Sum,1,0.1983236954,0.7777777778,0.7777777778,,5,-3.933228805,5.8760943474
148,forest_cover,shap,xgboost,1,w/ XAI,Importance,Attribution Sum,1,0.6630298617,0.3888888889,0.7777777778,,2,-2.909234548,0.2431716588
148,forest_cover,shap,xgboost,1,w/o XAI,Importance,Salient-features categorization,1,0.616130827,0.6666666667,0.2777777778,1.0,2,-1.284926074,
148,forest_cover,shap,xgboost,2,w/ XAI,Importance,Sensitive-features categorization,1,0.6606303959,0.5555555556,0.5,1.0,1,-2.525057817,
148,forest_cover,shap,xgboost,2,w/o XAI,Importance,Sensitive-features categorization,1,0.005444748,0.5,0.5,57.346699172,3,-2.368680065,
102,forest_cover,shap,xgboost,1,w/ XAI,Importance,Attribution Sum,1,0.0782863865,0.9444444444,0.8888888889,,4,-2.909234548,3.4721201856
102,forest_cover,shap,xgboost,1,w/o XAI,Importance,Salient-features categorization,1,0.6566828614,0.6666666667,0.6111111111,1.0,2,-2.756953383,
102,forest_cover,shap,xgboost,2,w/ XAI,Importance,Sensitive-features categorization,1,0.4795590615,0.9444444444,0.7777777778,32.358631154,1,-2.525057817,
102,forest_cover,shap,xgboost,2,w/o XAI,Importance,Sensitive-features categorization,1,0.1731852999,0.5555555556,0.6111111111,26.151047959,2,-2.368680065,
79,adult,lime,xgboost,1,w/ XAI,Importance,Sensitive-features categorization,1,0.6060932827,0.4444444444,0.3888888889,1.0,1,-2.525057817,
79,adult,lime,xgboost,1,w/o XAI,Importance,Attribution Sum,1,0.1186347286,0.7777777778,0.8888888889,,5,-2.787268138,5.8760943474
79,adult,lime,xgboost,2,w/ XAI,Importance,Sensitive-features categorization,1,0.3853556867,0.7222222222,0.7777777778,45.150170368,3,-2.525057817,
79,adult,lime,xgboost,2,w/o XAI,Importance,Attribution Sum,1,0.1201908967,0.7222222222,0.8333333333,,3,-3.933228805,5.8760943474
58,forest_cover,shap,xgboost,1,w/ XAI,Importance,Attribution Sum,1,0.5222745238,0.7777777778,0.8888888889,,4,-2.909234548,3.4721201856
58,forest_cover,shap,xgboost,1,w/o XAI,Importance,Sensitive-features categorization,1,0.0040622248,0.6666666667,0.6666666667,57.346699172,4,-2.368680065,
58,forest_cover,shap,xgboost,2,w/ XAI,Importance,Sensitive-features categorization,1,0.1373260152,0.7777777778,0.7777777778,32.358631154,1,-2.525057817,
58,forest_cover,shap,xgboost,2,w/o XAI,Importance,Salient-features categorization,1,0.5954055622,0.5555555556,0.7222222222,1.0,1,-4.0,
166,forest_cover,shap,xgboost,1,w/ XAI,Attribution,Attribution Sum,1,0.0009448354,1.0,1.0,,5,-1.718306603,8.0
166,forest_cover,shap,xgboost,1,w/o XAI,Attribution,Sensitive-features categorization,1,0.2778057079,0.5,0.6111111111,6.6808170864,3,-2.706550117,
166,forest_cover,shap,xgboost,2,w/ XAI,Attribution,Attribution Sum,1,0.0202015173,1.0,1.0,,5,-1.718306603,8.0
166,forest_cover,shap,xgboost,2,w/o XAI,Attribution,Sensitive-features categorization,1,0.4680511247,0.5555555556,0.2222222222,31.294501107,3,-1.509060182,
246,forest_cover,shap,xgboost,1,w/ XAI,Attribution,Attribution Sum,1,0.4338500389,0.7222222222,0.7222222222,,4,-1.718306603,1.2349080257
246,forest_cover,shap,xgboost,1,w/o XAI,Attribution,Attribution Sum,1,0.5827146833,0.5555555556,0.7777777778,,4,-2.853595089,1.3923006722
246,forest_cover,shap,xgboost,2,w/ XAI,Attribution,Attribution Sum,1,0.0427678044,1.0,0.9444444444,,5,-1.718306603,8.0
246,forest_cover,shap,xgboost,2,w/o XAI,Attribution,Sensitive-features categorization,1,0.6335920888,0.3888888889,0.3888888889,1.0,1,-2.706550117,
209,forest_cover,shap,xgboost,1,w/ XAI,Importance,Salient-features categorization,1,0.5809431565,0.6666666667,0.5,1.0,2,-2.491875867,
209,forest_cover,shap,xgboost,2,w/ XAI,Importance,Salient-features categorization,1,0.6546390037,0.6666666667,0.6111111111,1.0,2,-1.069932343,
253,forest_cover,shap,xgboost,1,w/ XAI,Attribution,Attribution Sum,1,0.0101042398,1.0,0.9444444444,,4,-1.718306603,8.0
253,forest_cover,shap,xgboost,1,w/o XAI,Attribution,Sensitive-features categorization,1,0.394770448,0.7222222222,0.8333333333,21.82806764,3,-2.706550117,
253,forest_cover,shap,xgboost,2,w/ XAI,Attribution,Attribution Sum,1,0.2696444282,0.8333333333,0.9444444444,,4,-1.718306603,1.2349080257
253,forest_cover,shap,xgboost,2,w/o XAI,Attribution,Sensitive-features categorization,1,0.6675886802,0.6111111111,0.4444444444,1.0,5,-2.706550117,
100,adult,lime,xgboost,1,w/ XAI,Attribution,Attribution Sum,1,0.0958424389,1.0,0.9444444444,,4,-1.718306603,8.0
100,adult,lime,xgboost,1,w/o XAI,Attribution,Attribution Sum,1,0.3496017367,0.8888888889,0.7222222222,,5,-2.853595089,1.3923006722
100,adult,lime,xgboost,2,w/ XAI,Attribution,Attribution Sum,1,0.0829556429,0.9444444444,0.8333333333,,4,-1.718306603,8.0
100,adult,lime,xgboost,2,w/o XAI,Attribution,Attribution Sum,1,0.5688681449,0.8888888889,0.6666666667,,5,-3.952351085,1.3923006722
218,forest_cover,shap,xgboost,1,w/ XAI,Importance,Sensitive-features categorization,1,0.3944420634,0.7222222222,0.6666666667,13.791539214,3,-2.525057817,
218,forest_cover,shap,xgboost,1,w/o XAI,Importance,Attribution Sum,1,0.2438740512,0.7777777778,0.6111111111,,5,-3.933228805,2.0168815319
218,forest_cover,shap,xgboost,2,w/o XAI,Importance,Salient-features categorization,1,0.5638947827,0.5,0.6666666667,1.0,1,-4.0,
255,forest_cover,shap,xgboost,1,w/ XAI,Attribution,Attribution Sum,1,0.3484722418,0.8888888889,0.8333333333,,5,-1.718306603,1.2349080257
255,forest_cover,shap,xgboost,2,w/ XAI,Attribution,Attribution Sum,1,0.0202015173,1.0,0.9444444444,,5,-1.718306603,8.0
255,forest_cover,shap,xgboost,2,w/o XAI,Attribution,Sensitive-features categorization,1,0.5192417859,0.7777777778,0.6666666667,31.294501107,1,-2.706550117,
252,adult,lime,xgboost,1,w/ XAI,Importance,Salient-features categorization,1,0.5565541534,0.7777777778,0.8888888889,1.0,2,-3.913819391,
252,adult,lime,xgboost,1,w/o XAI,Importance,Salient-features categorization,1,0.134189809,0.9444444444,0.9444444444,25.903497229,3,-4.0,
252,adult,lime,xgboost,2,w/ XAI,Importance,Importance categorization,1,0.5316819282,0.7777777778,0.8333333333,31.364774843,3,-3.792588539,
252,adult,lime,xgboost,2,w/o XAI,Importance,Attribution Sum,1,0.4454385266,0.7777777778,0.6111111111,,5,-2.787268138,2.0168815319
13,forest_cover,shap,xgboost,1,w/ XAI,Attribution,Attribution Sum,1,0.0009448354,1.0,1.0,,5,-1.718306603,8.0
