episode,step,condition_name,condition_mode,episode_complexity,app_id,model_name,explanation_type,selected_strategy,selected_strategy_available,reward,decision_noise,memory_recall_threshold,opportunity_cost,lr_calculation_prob_correct,lr_heuristic_prob_correct,dt_traversal_prob_correct,lr_calculation_pred_time,lr_heuristic_pred_time,dt_traversal_pred_time,selected_prob_correct,selected_pred_time,selected_decision_boundary,selected_mode
2,1,hybrid,mixed,high,rand_health_visits,mlp,dt,dt_traversal,True,-0.12298009996907071,0.4,0.5,0.01,0.6560772566670412,0.7214631400495439,0.0,3.7341677092906878,4.716697308335842,12.298009996907071,0.0,12.298009996907071,0.6,read
2,2,hybrid,mixed,high,rand_health_visits,mlp,none,lr_heuristic,True,0.0223269402671391,0.4,0.5,0.01,0.3127072920009728,0.0685752547335654,0.5,5.924668335618669,4.624831446642631,0.53125,0.0685752547335654,4.624831446642631,0.6,heuristic
2,3,hybrid,mixed,high,rand_health_visits,mlp,none,lr_heuristic,True,0.6819642581813232,0.4,0.5,0.01,0.6872927079979173,0.7289406892384809,0.5,3.631001251512048,4.697643105715761,0.59375,0.7289406892384809,4.697643105715761,0.6,heuristic
2,4,hybrid,mixed,high,rand_health_visits,mlp,none,lr_heuristic,True,0.5814312278510159,0.4,0.5,0.01,0.7185126797817918,0.6275818514946576,0.5,6.02715224286726,4.615062364364171,0.625,0.6275818514946576,4.615062364364171,0.6,heuristic
2,5,hybrid,mixed,high,rand_health_visits,mlp,lr,lr_calculation,True,0.8988433327075837,0.4,0.5,0.01,0.9995966401675809,0.7496378453397272,0.5,10.075330745999718,4.566322401008744,0.65625,0.9995966401675809,10.075330745999718,0.6,read
2,6,hybrid,mixed,high,rand_health_visits,mlp,dt,dt_traversal,True,0.8770199000309293,0.4,0.5,0.01,0.7497236106642734,0.8733954030962543,1.0,5.924668335294364,4.58443303616594,12.298009996907071,1.0,12.298009996907071,0.6,read
2,7,hybrid,mixed,high,rand_health_visits,mlp,dt,dt_traversal,True,0.8770199000309293,0.4,0.5,0.01,0.8121545133271765,0.9308869367733402,1.0,3.2183354195719835,4.614471748045422,12.298009996907071,1.0,12.298009996907071,0.6,read
2,8,hybrid,mixed,high,rand_health_visits,mlp,dt,dt_traversal,True,0.8770199000309293,0.4,0.5,0.01,0.7497236106650911,0.9859850173254922,1.0,5.718335419359089,4.611004385280606,12.298009996907071,1.0,12.298009996907071,0.6,read
2,9,hybrid,mixed,high,rand_health_visits,mlp,lr,lr_calculation,True,0.9195009546649909,0.4,0.5,0.01,0.9997956695983182,0.7956311288046922,0.5,8.029471493332734,5.343598844776972,0.5625,0.9997956695983182,8.029471493332734,0.6,read
2,10,hybrid,mixed,high,rand_health_visits,mlp,dt,dt_traversal,True,-0.12298009996907071,0.4,0.5,0.01,0.7497236106670115,0.9991769214110907,0.0,5.71833541930436,4.524491042438495,12.298009996907071,0.0,12.298009996907071,0.6,read
2,11,hybrid,mixed,high,rand_health_visits,mlp,dt,dt_traversal,True,-0.12298009996907071,0.4,0.5,0.01,0.16317290978905885,0.05961252949978724,0.0,5.681457830080529,4.531900443669494,12.298009996907071,0.0,12.298009996907071,0.6,read
2,12,hybrid,mixed,high,rand_health_visits,mlp,none,lr_heuristic,True,0.18145409927810408,0.4,0.5,0.01,0.03176823000382034,0.22855839792310007,0.5,2.7025031285812493,4.710429864499599,0.53125,0.22855839792310007,4.710429864499599,0.6,heuristic
