episode,step,condition_name,condition_mode,episode_complexity,app_id,model_name,explanation_type,selected_strategy,selected_strategy_available,reward,decision_noise,memory_recall_threshold,opportunity_cost,lr_calculation_prob_correct,lr_heuristic_prob_correct,dt_traversal_prob_correct,lr_calculation_pred_time,lr_heuristic_pred_time,dt_traversal_pred_time,selected_prob_correct,selected_pred_time,selected_decision_boundary,selected_mode,sweep_parameter,sweep_value
1,14,linear_regression,mixed,low,star98_pass_rate,xgboost,none,lr_heuristic,True,0.7884957261463138,0.3,0.5,0.01,0.43750020244928467,0.8410080135560001,0.0,5.574999757435857,5.251228740968626,0.0,0.8410080135560001,5.251228740968626,0.6,heuristic,decision_noise,0.3
1,15,linear_regression,mixed,low,star98_pass_rate,xgboost,lr,lr_calculation,True,0.9356516275157508,0.3,0.5,0.01,0.9998348743647285,0.877832850814562,0.0,6.418324684897767,4.815036727163745,0.0,0.9998348743647285,6.418324684897767,0.6,read,decision_noise,0.3
1,16,linear_regression,mixed,low,star98_pass_rate,xgboost,lr,lr_calculation,True,0.5166967222548382,0.3,0.5,0.01,0.630767456484185,0.3146700738299668,0.0,11.407073422934676,5.542877377609432,0.0,0.630767456484185,11.407073422934676,0.6,read,decision_noise,0.3
1,17,linear_regression,mixed,low,star98_pass_rate,xgboost,none,lr_heuristic,True,0.9278828796376551,0.3,0.5,0.01,0.406250303673927,0.992004130312584,0.0,5.362499636153785,6.412125067492888,0.0,0.992004130312584,6.412125067492888,0.6,heuristic,decision_noise,0.3
1,18,linear_regression,mixed,low,star98_pass_rate,xgboost,lr,lr_calculation,True,0.34711996541632456,0.3,0.5,0.01,0.462043007866797,0.26430830642951864,0.0,11.492304245047242,5.445183931311059,0.0,0.462043007866797,11.492304245047242,0.6,read,decision_noise,0.3
1,19,linear_regression,mixed,low,star98_pass_rate,xgboost,lr,lr_calculation,True,0.8948363983041835,0.3,0.5,0.01,0.9876448312760162,0.8074334851646343,0.0,9.280843297183276,5.67742113176619,0.0,0.9876448312760162,9.280843297183276,0.6,read,decision_noise,0.3
1,20,linear_regression,mixed,low,star98_pass_rate,xgboost,none,lr_heuristic,True,0.5730894459407191,0.3,0.5,0.01,0.5312498987753577,0.6432423430851442,0.0,5.787499878717929,7.015289714442504,0.0,0.6432423430851442,7.015289714442504,0.6,heuristic,decision_noise,0.3
1,21,linear_regression,mixed,low,star98_pass_rate,xgboost,lr,lr_calculation,True,0.9157785561345407,0.3,0.5,0.01,0.9998515037597554,0.4860834879554742,0.0,8.407294762521463,5.547276208591308,0.0,0.9998515037597554,8.407294762521463,0.6,read,decision_noise,0.3
1,22,linear_regression,mixed,low,star98_pass_rate,xgboost,none,lr_heuristic,True,0.26827849048113195,0.3,0.5,0.01,0.5,0.322708706721602,0.0,6.0,5.443021624047004,0.0,0.322708706721602,5.443021624047004,0.6,heuristic,decision_noise,0.3
1,23,linear_regression,mixed,low,star98_pass_rate,xgboost,none,lr_heuristic,True,0.47305283042435703,0.3,0.5,0.01,0.406250303673927,0.52835151894614,0.0,5.362499636153785,5.529868852178295,0.0,0.52835151894614,5.529868852178295,0.6,heuristic,decision_noise,0.3
1,24,linear_regression,mixed,low,star98_pass_rate,xgboost,none,lr_heuristic,True,0.7964313136957157,0.3,0.5,0.01,0.312500607347854,0.851065426663228,0.0,4.7249992723075716,5.463411296751236,0.0,0.851065426663228,5.463411296751236,0.6,heuristic,decision_noise,0.3
1,25,linear_regression,mixed,low,star98_pass_rate,xgboost,lr,lr_calculation,True,0.9173868056366621,0.3,0.5,0.01,0.9999736499200669,0.5964845477775746,0.0,8.258684428340473,5.1965255402461406,0.0,0.9999736499200669,8.258684428340473,0.6,read,decision_noise,0.3
1,26,linear_regression,mixed,low,star98_pass_rate,xgboost,none,lr_heuristic,True,0.8508184075876748,0.3,0.5,0.01,0.31250060734784996,0.9046351746830114,0.0,4.724999272195077,5.381676709533654,0.0,0.9046351746830114,5.381676709533654,0.6,heuristic,decision_noise,0.3
1,27,linear_regression,mixed,low,star98_pass_rate,xgboost,lr,lr_calculation,True,0.00022594918667571962,0.3,0.5,0.01,0.10469745245887241,0.39733170234641535,0.0,10.447150327219669,5.722137262123727,0.0,0.10469745245887241,10.447150327219669,0.6,read,decision_noise,0.3
1,28,linear_regression,mixed,low,star98_pass_rate,xgboost,none,lr_heuristic,True,0.6788595573615196,0.3,0.5,0.01,0.6562494938767883,0.7475373462905348,0.0,4.937499393589643,6.867778892901517,0.0,0.7475373462905348,6.867778892901517,0.6,heuristic,decision_noise,0.3
1,29,linear_regression,mixed,low,star98_pass_rate,xgboost,lr,lr_calculation,True,0.9143199764961347,0.3,0.5,0.01,0.9995850537771516,0.7317167673856945,0.0,8.52650772810169,5.542449202396314,0.0,0.9995850537771516,8.52650772810169,0.6,read,decision_noise,0.3
1,30,linear_regression,mixed,low,star98_pass_rate,xgboost,none,lr_heuristic,True,0.6588129262568587,0.3,0.5,0.01,0.593749696326073,0.7432696072128506,0.0,5.362499636153785,8.445668095599187,0.0,0.7432696072128506,8.445668095599187,0.6,heuristic,decision_noise,0.3
1,31,linear_regression,mixed,low,star98_pass_rate,xgboost,none,lr_heuristic,True,0.2041034401073526,0.3,0.5,0.01,0.3437505061232117,0.27418207042793874,0.0,4.937499393589643,7.007863032058614,0.0,0.27418207042793874,7.007863032058614,0.6,heuristic,decision_noise,0.3
1,32,linear_regression,mixed,low,star98_pass_rate,xgboost,lr,lr_calculation,True,0.27662321875119,0.3,0.5,0.01,0.3909811032916751,0.38266341477358967,0.0,11.43578845404851,5.857492762247955,0.0,0.3909811032916751,11.43578845404851,0.6,read,decision_noise,0.3
1,33,linear_regression,mixed,low,star98_pass_rate,xgboost,lr,lr_calculation,True,0.9165066976455626,0.3,0.5,0.01,0.9999252578815773,0.8401265401731232,0.0,8.341856023601466,5.577276069654168,0.0,0.9999252578815773,8.341856023601466,0.6,read,decision_noise,0.3
1,34,linear_regression,mixed,low,star98_pass_rate,xgboost,none,lr_heuristic,True,0.6704477238045341,0.3,0.5,0.01,0.3437505061232117,0.7245084750074341,0.0,4.937499393589643,5.406075120289996,0.0,0.7245084750074341,5.406075120289996,0.6,heuristic,decision_noise,0.3
1,35,linear_regression,mixed,low,star98_pass_rate,xgboost,lr,lr_calculation,True,0.9167963048952383,0.3,0.5,0.01,0.9999454280335769,0.924803657029359,0.0,8.314912313833851,5.4032194934728395,0.0,0.9999454280335769,8.314912313833851,0.6,read,decision_noise,0.3
1,36,linear_regression,mixed,low,star98_pass_rate,xgboost,none,lr_heuristic,True,0.6859395981831503,0.3,0.5,0.01,0.687499392652146,0.7544595128276412,0.0,4.7249992723075716,6.851991464449089,0.0,0.7544595128276412,6.851991464449089,0.6,heuristic,decision_noise,0.3
1,37,linear_regression,mixed,low,star98_pass_rate,xgboost,none,lr_heuristic,True,0.8525737696323955,0.3,0.5,0.01,0.21875091102178096,0.9214814355295429,0.0,4.087498908461358,6.890766589714733,0.0,0.9214814355295429,6.890766589714733,0.6,heuristic,decision_noise,0.3
1,38,linear_regression,mixed,low,star98_pass_rate,xgboost,lr,lr_calculation,True,0.6145842581888612,0.3,0.5,0.01,0.726675013433274,0.4292501299265027,0.0,11.20907552444128,6.1004083983870805,0.0,0.726675013433274,11.20907552444128,0.6,read,decision_noise,0.3
1,39,linear_regression,mixed,low,star98_pass_rate,xgboost,none,lr_heuristic,True,0.7036584172831534,0.3,0.5,0.01,0.3437505061232117,0.7938219102357923,0.0,4.937499393589643,9.01634929526389,0.0,0.7938219102357923,9.01634929526389,0.6,heuristic,decision_noise,0.3
2,0,hybrid,mixed,high,rand_health_visits,mlp,none,dt_traversal,True,0.45631250000000784,0.3,0.5,0.01,0.9687489731603867,0.499515794169312,0.53125,7.786148334468546,4.850033502651741,7.493749999999214,0.53125,7.493749999999214,1.2000000000000002,retrieve,decision_noise,0.3
2,1,hybrid,mixed,high,rand_health_visits,mlp,dt,dt_traversal,True,-0.12299994169460993,0.3,0.5,0.01,0.6562494938767678,0.6914855082327931,0.0,4.937499394159692,4.804595834117985,12.299994169460993,0.0,12.299994169460993,0.6,read,decision_noise,0.3
2,2,hybrid,mixed,high,rand_health_visits,mlp,none,lr_heuristic,True,0.017141447967612765,0.3,0.5,0.01,0.3772735064127526,0.06253265669824426,0.5,7.3289821506140065,4.539120873063149,0.53125,0.06253265669824426,4.539120873063149,0.6,heuristic,decision_noise,0.3
2,3,hybrid,mixed,high,rand_health_visits,mlp,none,dt_traversal,True,0.4940625,0.3,0.5,0.01,0.6562494938767726,0.6904209541616877,0.5,4.937499394027123,5.024142545762477,0.59375,0.5,0.59375,0.6,retrieve,decision_noise,0.3
2,4,hybrid,mixed,high,rand_health_visits,mlp,none,lr_heuristic,True,0.32822860582655733,0.3,0.5,0.01,0.7187493278089754,0.37600454960782836,0.5,7.011287078624486,4.777594378127106,0.65625,0.37600454960782836,4.777594378127106,0.6,heuristic,decision_noise,0.3
2,5,hybrid,mixed,high,rand_health_visits,mlp,lr,lr_calculation,True,0.8992411334646027,0.3,0.5,0.01,0.9999990753297064,0.7879874106139091,0.5,10.075794186510375,4.799618936081982,0.78125,0.9999990753297064,10.075794186510375,0.6,read,decision_noise,0.3
2,6,hybrid,mixed,high,rand_health_visits,mlp,dt,dt_traversal,True,0.8770000583053901,0.3,0.5,0.01,0.6562494938767726,0.9999912591184336,1.0,7.437499394027123,4.47940255384613,12.299994169460993,1.0,12.299994169460993,0.6,read,decision_noise,0.3
2,7,hybrid,mixed,high,rand_health_visits,mlp,dt,dt_traversal,True,0.8770000583053901,0.3,0.5,0.01,0.6249995951014037,0.99999108606526,1.0,5.14999951562168,4.473184482439308,12.299994169460993,1.0,12.299994169460993,0.6,read,decision_noise,0.3
2,8,hybrid,mixed,high,rand_health_visits,mlp,dt,dt_traversal,True,0.8770000583053901,0.3,0.5,0.01,0.7499991902028253,0.9987204478905318,1.0,6.799999030743383,4.654023574936013,12.299994169460993,1.0,12.299994169460993,0.6,read,decision_noise,0.3
2,9,hybrid,mixed,high,rand_health_visits,mlp,lr,lr_calculation,True,0.8997028474637323,0.3,0.5,0.01,0.9999997241013119,0.9999999838815579,0.5,10.029687663757956,4.776768214328703,0.625,0.9999997241013119,10.029687663757956,0.6,read,decision_noise,0.3
2,10,hybrid,mixed,high,rand_health_visits,mlp,dt,dt_traversal,True,-0.12299994169460993,0.3,0.5,0.01,0.7187492914274625,0.976448403177615,0.0,7.01249915217128,4.930801259553565,12.299994169460993,0.0,12.299994169460993,0.6,read,decision_noise,0.3
2,11,hybrid,mixed,high,rand_health_visits,mlp,dt,dt_traversal,True,-0.12299994169460993,0.3,0.5,0.01,0.31250060734786334,3.799090174894104e-06,0.0,6.374998788586921,4.4246979425464685,12.299994169460993,0.0,12.299994169460993,0.6,read,decision_noise,0.3
2,12,hybrid,mixed,high,rand_health_visits,mlp,none,lr_heuristic,True,0.08308630574896803,0.3,0.5,0.01,0.21875091102181177,0.13089438667717768,0.5,4.087498909315484,4.7808080928209655,0.625,0.13089438667717768,4.7808080928209655,0.6,heuristic,decision_noise,0.3
2,13,hybrid,mixed,high,rand_health_visits,mlp,none,lr_heuristic,True,0.3978469712733801,0.3,0.5,0.01,0.8427599386996184,0.45020199056297994,0.5,6.242226065784189,5.2355019289599865,0.59375,0.45020199056297994,5.2355019289599865,0.6,heuristic,decision_noise,0.3
2,14,hybrid,mixed,high,rand_health_visits,mlp,none,lr_heuristic,True,0.6871668580136494,0.3,0.5,0.01,0.06250141714505575,0.7364558382275717,0.5,5.524998303808495,4.928898021392228,0.9749998785304372,0.7364558382275717,4.928898021392228,0.6,heuristic,decision_noise,0.3
2,15,hybrid,mixed,high,rand_health_visits,mlp,none,lr_heuristic,True,0.36454503657832954,0.3,0.5,0.01,0.8749987853042411,0.4050213683514925,0.5,3.449998546031744,4.047633177316295,0.90625,0.4050213683514925,4.047633177316295,0.6,heuristic,decision_noise,0.3
2,16,hybrid,mixed,high,rand_health_visits,mlp,none,lr_heuristic,True,0.6714993957354344,0.3,0.5,0.01,0.9374985828549549,0.6874993926247241,0.5,3.0249983035092662,1.5999996889289767,0.84375,0.6874993926247241,1.5999996889289767,0.6,heuristic,decision_noise,0.3
2,17,hybrid,mixed,high,rand_health_visits,mlp,none,lr_heuristic,True,0.5161448855221715,0.3,0.5,0.01,0.9374985828549681,0.5629167480045577,0.5,5.524998303141858,4.677186248238613,0.96875,0.5629167480045577,4.677186248238613,0.6,heuristic,decision_noise,0.3
2,18,hybrid,mixed,high,rand_health_visits,mlp,lr,lr_calculation,True,0.8965608983317788,0.3,0.5,0.01,0.9999999994544824,0.8749950848388226,0.5,10.34391011227036,5.359342344396264,1.0,0.9999999994544824,10.34391011227036,0.9,read,decision_noise,0.3
2,19,hybrid,mixed,high,rand_health_visits,mlp,lr,lr_calculation,True,0.8995177955103835,0.3,0.5,0.01,0.9999995408455394,0.7553732484417673,0.5,10.048174533515597,5.938129517726775,1.0,0.9999995408455394,10.048174533515597,0.6,read,decision_noise,0.3
