Participant Id,AppId,Complexity,T_enc,T_op,chi_value,ddm_a,ddm_s,lapse,latency_factor,retrieval_threshold
61103243f944aa6bcb4f7a3a,Mushrooms,high,2.9999999999999996,0.5,0.010045035846148487,0,1.2,0.005,0.2,0.6730311717528559
663a5efc3be407346e417ff2,Mushrooms,high,0.5,0.5,0.003993549319557701,0,1.1317586625575085,0.005,0.2,-0.04253120870063998
6775a8ac89cac0d112cb399b,Mushrooms,high,2.9999999999999996,0.5,0.0,0,1.2,0.005,0.2,1.1048936397627909
67340d3d9effb5a07a91f053,Mushrooms,low,2.9999999999999996,0.5,0.0,0,1.2,0.005,0.2,1.5
672180fcef83f014f2cfd92a,Mushrooms,low,1.1410019406116305,0.5,0.0031365819327524814,0,0.6046730428931598,0.005,0.2,1.4527726122161364
65109ae35fe1f21ea89c8785,Mushrooms,low,1.6290086828180248,0.5,8.056516424260571e-05,0,0.9143010633434769,0.005,0.2,-2.0
6340ae1dbc05980f88bc4a29,Mushrooms,low,2.9999999999999996,0.5,0.02,0,0.5351082278459014,0.005,0.2,1.5
674e61f7ebe4b3645081e07f,Mushrooms,low,0.5,0.5,0.009730184509617556,0,0.2,0.005,0.2,1.1580316074030463
66e3740c4bc40251bdd0667a,Mushrooms,high,0.5,0.5,0.0,0,0.8949304319954319,0.005,0.2,1.5
68780dc196ad37d52f067a84,Mushrooms,low,0.5,0.5,0.0,0,0.4279981706399072,0.005,0.2,1.2678501770657373
68b5b1cf488ac6efc256f576,Mushrooms,low,0.5,0.5,0.0,0,1.2,0.005,0.2,-0.11397999071411657
67ef28385fccba4dc7c089d9,Mushrooms,low,1.5,0.5,0.001,0,1.0,0.005,0.2,-0.3
67cb2e3f20895aad86f1d095,Mushrooms,low,0.6937881468199644,0.5,0.0007476643855227394,0,1.2,0.005,0.2,-0.966251253108116
623e8acb225d566928a597e1,Mushrooms,low,1.2803363107177783,0.5,0.0004612485008283152,0,0.20706630521971742,0.005,0.2,0.14078606170898356
67aba793406ebfc38d16f930,Mushrooms,high,1.6161583420501455,0.5,0.0022822869918893225,0,0.9557858872550029,0.005,0.2,-0.6561596842773498
67ebfee1b828dce41616f576,Mushrooms,low,0.5,0.5,0.0,0,1.1830069771035772,0.005,0.2,-1.568227290058591
67e0a38c966b7fa2515fde66,Mushrooms,low,2.9999999999999996,0.5,0.02,0,0.5687095906633914,0.005,0.2,1.5
655fb7b2d3416866732de00d,Mushrooms,low,2.9999999999999996,0.5,0.0,0,1.2,0.005,0.2,-1.0708285375074733
55e9d2197480920012aa9751,Mushrooms,high,1.8230318311770966,0.5,0.0011282315805420055,0,0.8508884729488531,0.005,0.2,-1.4999661372732072
662d56e5cc343fb58134d622,Mushrooms,high,2.4436984338607055,0.5,0.0,0,1.1645974733598683,0.005,0.2,-1.9330920398705729
6058419e73f14575f3bb9e68,Mushrooms,low,1.8230318311770966,0.5,0.0011282315805420055,0,0.8508884729488531,0.005,0.2,-1.4999661372732072
655cc53fcfb72a1332bf53a1,Mushrooms,low,2.9999999999999996,0.5,0.007756280773957024,0,1.2,0.005,0.2,1.5
68b87f72a4cd11b3e742a547,Mushrooms,low,0.5,0.5,0.0013239162437373776,0,0.2,0.005,0.2,-1.6265317938827621
60ff4339f5ffb265d16b144f,Mushrooms,low,0.5,0.5,0.02,0,0.5346580294061946,0.005,0.2,1.3079839390619807
60bdbf4e2b3c3ca3cf73ae40,Mushrooms,high,0.5,0.5,0.019041967740497778,0,0.56779823041982,0.005,0.2,-1.9475396856565683
66235dc662811bd202d97d5b,Mushrooms,high,1.2803363107177783,0.5,0.0004612485008283152,0,0.20706630521971742,0.005,0.2,0.14078606170898356
58e838872eba9a000101b7ac,Mushrooms,low,1.8230318311770966,0.5,0.0011282315805420055,0,0.8508884729488531,0.005,0.2,-1.4999661372732072
675cd90b9a562ef66a39f29b,Mushrooms,low,1.8230318311770966,0.5,0.0011282315805420055,0,0.8508884729488531,0.005,0.2,-1.4999661372732072
6746659a4a38c50b80da4c63,Mushrooms,low,1.4568327670341186,0.5,0.015593820005455391,0,0.38343478986616386,0.005,0.2,0.7879004540108157
