Strategy,Participant Id,NLL,mai_acc,mp_acc,pai_acc,Session,Tested w/ XAI,XAIType,sensitivity,k,retrieval_threshold,appId,scaling_factor,explanation_type,Best Strategy NLL,Best Strategy,Best NLL
Salient-features categorization,691e0937b2321e8ee4c87608,0.5256068087,0.6666666667,0.6666666667,0.6666666667,1,w/o XAI,importance,3.7531133617,1,-2.834580593,forest_cover,,,,Salient-features categorization,0.5256068087
Salient-features categorization,69440e813f2bcaeeea40874c,0.454120866,0.7777777778,0.7777777778,0.6666666667,1,w/o XAI,importance,4.4164394576,1,-3.650968367,wine_quality,,,,Salient-features categorization,0.454120866
Salient-features categorization,69419eee71482f9cdb398614,0.2185035745,0.7222222222,1,0.7222222222,1,w/o XAI,importance,6.8404623127,1,-3.921092496,wine_quality,,,,Salient-features categorization,0.2185035745
Attribution Sum,67ebb067dca1f7cf408ca0bd,0.4247538167,0.8888888889,0.8333333333,0.7222222222,1,w/o XAI,importance,,5,-3.961278345,wine_quality,2.0613337369,importance,,Attribution Sum,0.4247538167
Attribution Sum,67f05ce092cdcc0392692398,0.4852650734,0.6666666667,0.7777777778,0.6666666667,1,w/o XAI,importance,,4,-2.694580749,wine_quality,4.2230222304,importance,,Attribution Sum,0.4852650734
Attribution Sum,67e0e4d8556191648cf0bb6d,0.3639413983,0.9444444444,0.8333333333,0.7777777778,1,w/o XAI,attribution,,5,-3.591075706,wine_quality,2.1190861182,attribution,,Attribution Sum,0.3639413983
Attribution Sum,636da58a0d76bbb9167dbf3e,0.5210257195,0.7222222222,0.7222222222,0.6666666667,1,w/o XAI,attribution,,2,-4,forest_cover,0.9727515894,attribution,,Attribution Sum,0.5210257195
Attribution Sum,6314bc49055e150c92f4736e,0.2997775224,0.6666666667,0.9444444444,0.7222222222,1,w/o XAI,importance,,5,-3.559096173,forest_cover,2.0231468406,importance,,Attribution Sum,0.2997775224
Attribution Sum,67e490097896ae803bd5629f,0.0346243861,0.7222222222,1,0.7222222222,1,w/o XAI,importance,,3,-3.382472506,forest_cover,8,importance,,Attribution Sum,0.0346243861
Attribution Sum,67ccbcc0a659ba65853fbd72,0.433964519,0.5555555556,0.7777777778,0.5555555556,1,w/o XAI,attribution,,2,-2.434029272,wine_quality,1.9483480817,attribution,,Attribution Sum,0.433964519
Attribution Sum,5b3e322998a45e0001edd87a,0.5724012571,0.9444444444,0.6666666667,0.7222222222,1,w/o XAI,attribution,,5,-4,wine_quality,1.3630259312,attribution,,Attribution Sum,0.5724012571
Attribution Sum,67cf4b70e6b8ec5652552042,0.5010971928,0.5,0.5555555556,0.3888888889,1,w/o XAI,importance,,2,-1.649543625,wine_quality,4.5295524754,importance,,Attribution Sum,0.5010971928
Attribution Sum,67746ee55ca6064173cd144c,0.5153379029,0.8333333333,0.7777777778,0.8333333333,1,w/o XAI,attribution,,3,-3.020476471,wine_quality,1.9338846779,attribution,,Attribution Sum,0.5153379029
Attribution Sum,65ccca52871269168cc029b5,0.4950572953,0.6666666667,0.7777777778,0.4444444444,1,w/o XAI,attribution,,2,-3.455069598,forest_cover,0.9517693837,attribution,,Attribution Sum,0.4950572953
Attribution Sum,67d4aa994ac97e137cc0aeea,0.1461815938,0.7222222222,0.9444444444,0.6666666667,1,w/o XAI,attribution,,2,-3.782414927,forest_cover,7.4005901242,attribution,,Attribution Sum,0.1461815938
Attribution Sum,67f224dfcaaa213111714560,0.4235921303,0.6111111111,0.7222222222,0.5555555556,1,w/o XAI,attribution,,5,-1.812783964,forest_cover,7.4473367784,attribution,,Attribution Sum,0.4235921303
Attribution Sum,67f1a4f8dd44e7cd5adffa29,0.3666180489,0.7222222222,0.7222222222,0.6666666667,1,w/o XAI,attribution,,2,-3.867436727,forest_cover,1.9579240178,attribution,,Attribution Sum,0.3666180489
Attribution Sum,5d849ee0a954540019f513dd,0.6047054645,0.6666666667,0.7222222222,0.3888888889,1,w/o XAI,attribution,,2,-3.769400545,forest_cover,0.7059344275,attribution,,Attribution Sum,0.6047054645
Attribution Sum,67dbcd7722043bf1d1671b92,0.593542915,0.7222222222,0.6666666667,0.7222222222,1,w/o XAI,attribution,,5,-4,forest_cover,0.5675756313,attribution,,Attribution Sum,0.593542915
Attribution Sum,67d3a5a498212eae9b9ce364,0.504675147,0.3333333333,0.6111111111,0.3888888889,1,w/o XAI,importance,,2,-1.68219497,forest_cover,3.7013034038,importance,,Attribution Sum,0.504675147
Attribution Sum,67f1c7bd6f1c4a3d8deae02f,0.5391146356,0.5,0.6666666667,0.7222222222,1,w/o XAI,attribution,,2,-1.551499028,wine_quality,8,attribution,,Attribution Sum,0.5391146356
Attribution Sum,6619cb1e30cb95691a6dd425,0.6047586737,0.8333333333,0.6111111111,0.6666666667,1,w/o XAI,attribution,,2,-4,wine_quality,1.3094885784,attribution,,Attribution Sum,0.6047586737
Attribution Sum,680ebf035ab59d342f31726e,0.2869117074,1,0.8888888889,0.8888888889,1,w/o XAI,importance,,3,-4,wine_quality,2.7947065664,importance,,Attribution Sum,0.2869117074
Attribution Sum,5a2f1f0f2937000001eae2b1,0.4481279442,0.8333333333,0.7777777778,0.8333333333,1,w/o XAI,attribution,,2,-3.208376866,wine_quality,1.3850737149,attribution,,Attribution Sum,0.4481279442
Attribution Sum,6173f88147c86baff6963073,0.5410306289,0.8333333333,0.6666666667,0.6111111111,1,w/o XAI,importance,,3,-2.443572443,wine_quality,1.6320503385,importance,,Attribution Sum,0.5410306289
Attribution Sum,691fda8adedca50e985f0c90,0.2454080425,0.8333333333,0.8333333333,0.8888888889,1,w/o XAI,importance,,2,-3.889460715,wine_quality,5.5273239987,importance,,Attribution Sum,0.2454080425
Attribution Sum,6941aeb9a019a9bbdd57d028,0.5777917245,0.8333333333,0.8333333333,0.6666666667,1,w/o XAI,importance,,2,-3.322068406,wine_quality,1.1654868396,importance,,Attribution Sum,0.5777917245
Attribution Sum,66fcdc229c37d1da9d61017c,0.5746142979,0.8333333333,0.6666666667,0.7222222222,1,w/o XAI,importance,,2,-3.887938863,wine_quality,0.6661537116,importance,,Attribution Sum,0.5746142979
Attribution Sum,64d6aac54b2cf0b742d6dc67,0.5676250917,1,0.7222222222,0.7222222222,1,w/o XAI,importance,,3,-3.889004033,wine_quality,0.6564648966,importance,,Attribution Sum,0.5676250917
Attribution Sum,6786177b26851e38285d94a1,0.300233838,0.6666666667,0.8888888889,0.6666666667,1,w/o XAI,importance,,2,-2.536396823,wine_quality,2.4832683326,importance,,Attribution Sum,0.300233838
Attribution Sum,67814070b879255cac4110e7,0.0015000839,0.6666666667,1,0.6666666667,1,w/o XAI,importance,,2,-3.041043524,forest_cover,8,importance,,Attribution Sum,0.0015000839
Attribution Sum,694587bf33d102941b804de3,0.2652373655,0.7222222222,0.8888888889,0.7222222222,1,w/o XAI,importance,,2,-2.401944336,forest_cover,2.8031796887,importance,,Attribution Sum,0.2652373655
Attribution Sum,694ad5edf474deae104e0e69,0.5653463751,0.7222222222,0.5555555556,0.5,1,w/o XAI,importance,,2,-1.887919378,wine_quality,1.4526800309,importance,,Attribution Sum,0.5653463751
Attribution Sum,69435a602b20d97254a2050b,0.3812035692,0.8333333333,0.8333333333,0.6666666667,1,w/o XAI,importance,,2,-3.644607685,wine_quality,1.3920411517,importance,,Attribution Sum,0.3812035692
Attribution Sum,6947c5c8b87439db043797d5,0.3257685798,0.7777777778,0.8333333333,0.7222222222,1,w/o XAI,importance,,4,-3.295283913,wine_quality,8,importance,,Attribution Sum,0.3257685798
Attribution Sum,6947190be3c1dfbf23cdb205,0.3242782534,0.6666666667,0.8333333333,0.5,1,w/o XAI,importance,,2,-2.946585119,forest_cover,1.4333856836,importance,,Attribution Sum,0.3242782534
Attribution Sum,6945952ed37c15496645a5ea,0.3460205092,0.8333333333,0.7777777778,0.7222222222,1,w/o XAI,importance,,2,-2.782739353,wine_quality,1.7862575755,importance,,Attribution Sum,0.3460205092
Attribution Sum,694593ea17f9d3fbe0311249,0.0019242937,0.6666666667,1,0.6666666667,1,w/o XAI,importance,,2,-3.155056288,forest_cover,8,importance,,Attribution Sum,0.0019242937
Attribution Sum,6941db4a8b556cbd2c9ad64d,0.6244431722,0.8333333333,0.6111111111,0.6666666667,1,w/o XAI,importance,,2,-4,wine_quality,0.537604851,importance,,Attribution Sum,0.6244431722
Attribution Sum,69476d9f42e420d84f0b246f,0.4234521907,0.7222222222,0.8333333333,0.5555555556,1,w/o XAI,importance,,5,-2.487263497,forest_cover,1.0531521172,importance,,Attribution Sum,0.4234521907
Attribution Sum,673a68b6b26d5900008e9df9,0.3742501125,0.8333333333,0.8888888889,0.7222222222,1,w/o XAI,importance,,2,-3.123464937,wine_quality,2.1319693077,importance,,Attribution Sum,0.3742501125
Attribution Sum,6942672409b1bfc5c9df77f7,0.1410276204,0.6666666667,0.9444444444,0.6111111111,1,w/o XAI,importance,,2,-3.415899327,forest_cover,2.6765698463,importance,,Attribution Sum,0.1410276204
Attribution Sum,6941b944b1777f5a1109bdbb,0.4458937033,0.8333333333,0.7777777778,0.6111111111,1,w/o XAI,importance,,2,-3.06924641,wine_quality,1.271542482,importance,,Attribution Sum,0.4458937033
Sensitive-features categorization,67f05ce092cdcc0392692398,0.5822006279,0.8333333333,0.6666666667,0.6111111111,2,w/ XAI,importance,4.3867848987,3,-3.518134318,wine_quality,,,,Sensitive-features categorization,0.5822006279
Sensitive-features categorization,67ef8c6bf0eff27d92180ffe,0.2637690101,0.7222222222,0.7777777778,0.7222222222,2,w/ XAI,importance,15.308725832,2,-2.012695515,wine_quality,,,,Sensitive-features categorization,0.2637690101
Sensitive-features categorization,67e490097896ae803bd5629f,0.5233861786,0.5555555556,0.7222222222,0.6111111111,2,w/ XAI,importance,5.8445179919,4,-3.262745279,forest_cover,,,,Sensitive-features categorization,0.5233861786
Sensitive-features categorization,660b2346862ff2a3da9cfe3e,0.3451123853,0.5555555556,0.7777777778,0.5555555556,2,w/ XAI,importance,9.9226499656,2,-2.729456573,forest_cover,,,,Sensitive-features categorization,0.3451123853
Sensitive-features categorization,660982bb12941e7442c18325,0.0968510213,0.7777777778,1,0.7777777778,2,w/ XAI,importance,65.366513894,1,-4,forest_cover,,,,Sensitive-features categorization,0.0968510213
Sensitive-features categorization,67e6e99634be5e57bbd2553f,0.3378224571,0.8888888889,0.8333333333,0.7222222222,2,w/ XAI,importance,7.0532553788,2,-2.869914599,forest_cover,,,,Sensitive-features categorization,0.3378224571
Sensitive-features categorization,666149cb6a138209b157427b,0.1581754357,0.6111111111,0.8888888889,0.7222222222,2,w/ XAI,importance,100,3,-4,forest_cover,,,,Sensitive-features categorization,0.1581754357
Sensitive-features categorization,673ef080255f15b49aa84f96,0.0076390203,0.5,1,0.5,2,w/ XAI,importance,93.171398985,4,-2.920671193,forest_cover,,,,Sensitive-features categorization,0.0076390203
Sensitive-features categorization,69418fce57bf6c0cd6730ef9,0.6240908984,0.8888888889,0.6666666667,0.5555555556,2,w/ XAI,importance,2.7928755416,2,-4,wine_quality,,,,Sensitive-features categorization,0.6240908984
Sensitive-features categorization,6944211fb86d1cfb660ff63f,0.0113765496,0.8888888889,1,0.8888888889,2,w/ XAI,importance,48.592254491,2,-1.610703666,wine_quality,,,,Sensitive-features categorization,0.0113765496
Sensitive-features categorization,66c173231fab4af1393b5756,0.4658211174,0.5555555556,0.7222222222,0.3888888889,2,w/ XAI,importance,3.8879497858,1,-3.099846247,wine_quality,,,,Sensitive-features categorization,0.4658211174
Sensitive-features categorization,677a214b23d3e85a3a5cdb20,0.4253260516,0.5,0.8888888889,0.5,2,w/ XAI,importance,1,4,-1.801937156,wine_quality,,,,Sensitive-features categorization,0.4253260516
Sensitive-features categorization,694332aee9accc7da4b9503e,0.4839522854,0.8333333333,0.7222222222,0.7777777778,2,w/ XAI,importance,3.581384614,1,-4,wine_quality,,,,Sensitive-features categorization,0.4839522854
Sensitive-features categorization,6786177b26851e38285d94a1,0.2145948884,0.7222222222,0.8888888889,0.8333333333,2,w/ XAI,importance,9.4239354457,1,-3.456053508,wine_quality,,,,Sensitive-features categorization,0.2145948884
Sensitive-features categorization,691e201122ecfe4b850e3308,0.5203028657,0.5555555556,0.8333333333,0.5,2,w/ XAI,importance,6.1105292476,3,-1.603316982,wine_quality,,,,Sensitive-features categorization,0.5203028657
Sensitive-features categorization,67658116d1ff218b001f2bf1,0.309794554,0.7777777778,0.8333333333,0.7222222222,2,w/ XAI,importance,24.223304101,2,-2.072788328,wine_quality,,,,Sensitive-features categorization,0.309794554
Sensitive-features categorization,692a268e1eab9d860c677fa2,0.0362259929,0.8888888889,1,0.8888888889,2,w/ XAI,importance,30.346277743,3,-1.804085884,wine_quality,,,,Sensitive-features categorization,0.0362259929
Sensitive-features categorization,67814070b879255cac4110e7,0.0383346092,0.7222222222,1,0.7222222222,2,w/ XAI,importance,100,1,-2.922028238,forest_cover,,,,Sensitive-features categorization,0.0383346092
Sensitive-features categorization,694587bf33d102941b804de3,0.2914437605,0.5555555556,0.9444444444,0.6111111111,2,w/ XAI,importance,46.844257809,5,-1.85281834,forest_cover,,,,Sensitive-features categorization,0.2914437605
Sensitive-features categorization,6941984defc3cfda7e9cdf6f,0.2721275168,0.7222222222,0.8888888889,0.6111111111,2,w/ XAI,importance,7.4213012516,1,-3.643690884,wine_quality,,,,Sensitive-features categorization,0.2721275168
Sensitive-features categorization,610c5b3dd64337b3324fa98e,0.3662632414,0.8333333333,0.8333333333,0.7777777778,2,w/ XAI,importance,6.7752289298,1,-4,wine_quality,,,,Sensitive-features categorization,0.3662632414
Sensitive-features categorization,693ade5aabf4dbfe8904b715,0.3349119351,0.5,0.8888888889,0.3888888889,2,w/ XAI,importance,37.044093475,1,-4,forest_cover,,,,Sensitive-features categorization,0.3349119351
Sensitive-features categorization,694593ea17f9d3fbe0311249,0.2426629164,0.8333333333,0.8333333333,0.7777777778,2,w/ XAI,importance,48.205298713,2,-3.434366469,forest_cover,,,,Sensitive-features categorization,0.2426629164
Sensitive-features categorization,693607ce95c6f9ca7d708da0,0.2332177517,0.7222222222,0.8333333333,0.6666666667,2,w/ XAI,importance,30.450355382,2,-2.895920301,forest_cover,,,,Sensitive-features categorization,0.2332177517
Sensitive-features categorization,6945b7f9c69fe2317b25e4a2,0.4843295019,0.6111111111,0.8888888889,0.7222222222,2,w/ XAI,importance,16.507049574,4,-3.03125408,wine_quality,,,,Sensitive-features categorization,0.4843295019
Sensitive-features categorization,69476d9f42e420d84f0b246f,0.2272341878,0.7777777778,0.9444444444,0.7222222222,2,w/ XAI,importance,43.21879838,1,-4,forest_cover,,,,Sensitive-features categorization,0.2272341878
Sensitive-features categorization,6917d7e167b86e562032b285,0.4115049193,0.8888888889,0.7777777778,0.7777777778,2,w/ XAI,importance,12.593054518,5,-3.480515478,wine_quality,,,,Sensitive-features categorization,0.4115049193
Sensitive-features categorization,69440e813f2bcaeeea40874c,0.5348201504,0.4444444444,0.8333333333,0.5,2,w/ XAI,importance,16.762205446,3,-1.996426307,wine_quality,,,,Sensitive-features categorization,0.5348201504
Sensitive-features categorization,69419eee71482f9cdb398614,0.024043417,0.8888888889,1,0.8888888889,2,w/ XAI,importance,100,5,-2.108450192,wine_quality,,,,Sensitive-features categorization,0.024043417
Sensitive-features categorization,6942672409b1bfc5c9df77f7,0.0912419784,0.4444444444,0.9444444444,0.5,2,w/ XAI,importance,100,1,-2.50689776,forest_cover,,,,Sensitive-features categorization,0.0912419784
Sensitive-features categorization,6941b944b1777f5a1109bdbb,0.5356284213,0.5,0.7777777778,0.5,2,w/ XAI,importance,2.4977340367,4,-1.696909428,wine_quality,,,,Sensitive-features categorization,0.5356284213
Salient-features categorization,67e9793b509ebd40efb7f232,0.5290401409,0.6666666667,0.5555555556,0.5555555556,2,w/ XAI,importance,1,1,-2.879106836,wine_quality,,,,Salient-features categorization,0.5290401409
Salient-features categorization,67ebf19f98ff3e509e425e58,0.2017361,0.8888888889,0.9444444444,0.8333333333,2,w/ XAI,importance,27.169965449,4,-3.085935739,wine_quality,,,,Salient-features categorization,0.2017361
Salient-features categorization,677d8ca02a50ccdc47145568,0.6150587509,0.7222222222,0.6111111111,0.5555555556,2,w/ XAI,importance,1,1,-3.435611039,forest_cover,,,,Salient-features categorization,0.6150587509
Salient-features categorization,680ebf035ab59d342f31726e,0.5210600788,0.7222222222,0.7222222222,0.5555555556,2,w/ XAI,importance,3.3298484669,1,-3.977294746,wine_quality,,,,Salient-features categorization,0.5210600788
Salient-features categorization,6942b9546065aeb7e30fd87a,0.1681407354,0.9444444444,0.8888888889,0.8333333333,2,w/ XAI,importance,4.5409452976,1,-3.22200962,wine_quality,,,,Salient-features categorization,0.1681407354
Salient-features categorization,673da0360d57d15b3f3a0593,0.5391144736,0.5,0.5,0.4444444444,2,w/ XAI,importance,83.616217591,1,-1.868138395,wine_quality,,,,Salient-features categorization,0.5391144736
Salient-features categorization,6941706e8a7385da28bcb5e2,0.001437975,0.8333333333,1,0.8333333333,2,w/ XAI,importance,46.91160234,2,-3.86240294,wine_quality,,,,Salient-features categorization,0.001437975
Salient-features categorization,6941aeb9a019a9bbdd57d028,0.0067005696,1,1,1,2,w/ XAI,importance,64.545782995,2,-2.841928684,wine_quality,,,,Salient-features categorization,0.0067005696
Salient-features categorization,6944196eaaee28eb62bd7360,0.5006062969,0.4444444444,0.7222222222,0.5,2,w/ XAI,importance,76.073032295,2,-1.687931039,wine_quality,,,,Salient-features categorization,0.5006062969
Salient-features categorization,69453bbed668224dabc6c5d9,0.5776226503,0.5555555556,0.6666666667,0.4444444444,2,w/ XAI,importance,1,1,-1.86582084,wine_quality,,,,Salient-features categorization,0.5776226503
Salient-features categorization,694179cf3bd953beb35ec402,0.5006062969,0.7777777778,0.6111111111,0.3888888889,2,w/ XAI,importance,100,1,-2.318218376,wine_quality,,,,Salient-features categorization,0.5006062969
Salient-features categorization,69435a602b20d97254a2050b,0.5006062969,0.5,0.6666666667,0.5,2,w/ XAI,importance,100,3,-1.74150685,wine_quality,,,,Salient-features categorization,0.5006062969
Salient-features categorization,6947c5c8b87439db043797d5,0.039205905,0.8333333333,1,0.8333333333,2,w/ XAI,importance,37.037911931,4,-2.343273471,wine_quality,,,,Salient-features categorization,0.039205905
Salient-features categorization,6945371fbc1b757bdc6aaad1,0.4942158669,0.7777777778,0.8888888889,0.6666666667,2,w/ XAI,importance,1,1,-4,forest_cover,,,,Salient-features categorization,0.4942158669
Salient-features categorization,6942e378d0c8a15ff6b1f81e,0.5391144736,0.5,0.6111111111,0.5555555556,2,w/ XAI,importance,1,3,-1.5,forest_cover,,,,Salient-features categorization,0.5391144736
Salient-features categorization,694163cd8dce97079e97bd07,0.0074893543,1,1,1,2,w/ XAI,importance,59.911136073,2,-2.9708336,wine_quality,,,,Salient-features categorization,0.0074893543
Salient-features categorization,691f240b27630b7537a73d26,0.3387194713,1,0.8888888889,0.8888888889,2,w/ XAI,importance,6.6340855296,2,-2.606538482,wine_quality,,,,Salient-features categorization,0.3387194713
Salient-features categorization,69454de0266e20b4d6f6fbd9,0.5391144736,0.7222222222,0.6111111111,0.5555555556,2,w/ XAI,importance,83.69616903,1,-1.991667444,wine_quality,,,,Salient-features categorization,0.5391144736
Salient-features categorization,6945d3294c8cf5eefa76293a,0.2648298913,0.7222222222,0.9444444444,0.6666666667,2,w/ XAI,importance,13.223626488,3,-4,forest_cover,,,,Salient-features categorization,0.2648298913
Salient-features categorization,69417db33af88a177fc198e7,0.5391144736,0.5,0.5,0.5555555556,2,w/ XAI,importance,92.072794371,3,-1.696163946,forest_cover,,,,Salient-features categorization,0.5391144736
Salient-features categorization,673a68b6b26d5900008e9df9,0.0010030886,1,1,1,2,w/ XAI,importance,65.457552965,4,-2.756769873,wine_quality,,,,Salient-features categorization,0.0010030886
Salient-features categorization,6632bae865d316c32325fda1,0.189714706,0.9444444444,0.8888888889,0.9444444444,2,w/ XAI,importance,24.679285448,4,-2.803972126,wine_quality,,,,Salient-features categorization,0.189714706
Salient-features categorization,663e6a6264c97be0281cd6f8,0.3850817668,0.7222222222,0.6666666667,0.3888888889,2,w/ XAI,importance,100,1,-2.877707588,wine_quality,,,,Salient-features categorization,0.3850817668
Salient-features categorization,691e0937b2321e8ee4c87608,0.5006062969,0.6111111111,0.6111111111,0.5555555556,2,w/ XAI,importance,21.225152928,1,-1.943391762,forest_cover,,,,Salient-features categorization,0.5006062969
Salient-features categorization,67306cb03ff706c72e58bba0,0.5501546041,0.6111111111,0.6666666667,0.5,2,w/ XAI,importance,1,4,-2.403328929,forest_cover,,,,Salient-features categorization,0.5501546041
Salient-features categorization,66155f791e225263cf193edc,0.1847295275,0.8888888889,0.8888888889,0.7777777778,2,w/ XAI,importance,9.1681857795,2,-2.824787281,forest_cover,,,,Salient-features categorization,0.1847295275
Importance categorization,6647847aebad277cab0e44a9,1.9154471e-7,0.6666666667,1,0.6666666667,2,w/ XAI,importance,100,2,-3.615339,wine_quality,,,,Importance categorization,1.9154471e-7
Importance categorization,676a24c4766af0941f2060db,0.5206274811,0.6666666667,0.7777777778,0.6666666667,2,w/ XAI,importance,8.4727249382,4,-3.259822813,wine_quality,,,,Importance categorization,0.5206274811
Importance categorization,61705235c277934df17055e6,0.4238851195,0.6666666667,0.5555555556,0.6666666667,2,w/ XAI,importance,33.607495531,2,-2.441700831,forest_cover,,,,Importance categorization,0.4238851195
Importance categorization,67e319a39b381704d5521583,0.5780449076,0.6111111111,0.7222222222,0.6666666667,2,w/ XAI,importance,2.3396591281,2,-3.783206217,forest_cover,,,,Importance categorization,0.5780449076
Importance categorization,664cd1c6545aa0f362493dd9,0.2507607456,0.7777777778,0.8888888889,0.7777777778,2,w/ XAI,importance,11.632301765,2,-2.562447309,forest_cover,,,,Importance categorization,0.2507607456
Importance categorization,66817654ce8b233327b047ab,0.0000432196,0.6666666667,1,0.6666666667,2,w/ XAI,importance,100,1,-3.339825207,wine_quality,,,,Importance categorization,0.0000432196
Importance categorization,676435babb44367362b10f73,0.4620981202,0.4444444444,0.5555555556,0.5555555556,2,w/ XAI,importance,88.6343352,1,-1.898788576,wine_quality,,,,Importance categorization,0.4620981202
Importance categorization,69421e362f33a91517375267,9.6170652e-8,0.6666666667,1,0.6666666667,2,w/ XAI,importance,85.162937386,3,-3.532741489,wine_quality,,,,Importance categorization,9.6170652e-8
Importance categorization,694ad5edf474deae104e0e69,0.5006063377,0.4444444444,0.4444444444,0.7777777778,2,w/ XAI,importance,98.349405916,4,-2.601299997,wine_quality,,,,Importance categorization,0.5006063377
Importance categorization,693b107113e251a972ba0527,0.2458285367,1,0.9444444444,0.9444444444,2,w/ XAI,importance,18.772036519,4,-3.226956566,forest_cover,,,,Importance categorization,0.2458285367
Importance categorization,665b349013d3255859efdb72,0.3850817668,0.6666666667,0.7777777778,0.7777777778,2,w/ XAI,importance,84.611103359,3,-3.12668534,forest_cover,,,,Importance categorization,0.3850817668
Importance categorization,6942e378d0c8a15ff6b1f81e,0.5391144736,0.5,0.6111111111,0.5555555556,2,w/ XAI,importance,26.638349547,1,-1.614111989,forest_cover,,,,Importance categorization,0.5391144736
Importance categorization,663e5bdde28c5d230eddf4a0,0.2258669824,1,0.8333333333,0.8333333333,2,w/ XAI,importance,10.543809664,3,-3.768360938,forest_cover,,,,Importance categorization,0.2258669824
Importance categorization,676f64f0ca06dcc592a9b50e,0.2695572438,0.7777777778,0.8333333333,0.7222222222,2,w/ XAI,importance,61.008754784,2,-3.487625432,forest_cover,,,,Importance categorization,0.2695572438
Importance categorization,694182081f0cee7d024a1c58,0.2957012631,0.7777777778,0.8888888889,0.6666666667,2,w/ XAI,importance,8.274783707,3,-2.608121179,forest_cover,,,,Importance categorization,0.2957012631
Importance categorization,691cce11dba0246ae096e537,0.4665857138,0.6111111111,0.7777777778,0.6111111111,2,w/ XAI,importance,6.9891762579,5,-3.568771536,forest_cover,,,,Importance categorization,0.4665857138
Importance categorization,675b1432a3f788b0222e5237,0.1523296633,0.6666666667,0.9444444444,0.6111111111,2,w/ XAI,importance,21.174312603,1,-2.48007131,forest_cover,,,,Importance categorization,0.1523296633
Importance categorization,68c47a59387d8e5258c84ba4,0.5776226503,0.4444444444,0.5555555556,0.6666666667,2,w/ XAI,importance,52.175321373,5,-1.5,wine_quality,,,,Importance categorization,0.5776226503
Importance categorization,69443088d8ebe0e4b0ba83ee,0.3850817668,0.6666666667,0.7777777778,0.4444444444,2,w/ XAI,importance,81.250666074,3,-4,forest_cover,,,,Importance categorization,0.3850817668
Importance categorization,694167e2f5ff761c2827c4b9,6.4314671e-9,0.6666666667,1,0.6666666667,2,w/ XAI,importance,100,3,-3.788243921,wine_quality,,,,Importance categorization,6.4314671e-9
Attribution Sum,67ebb067dca1f7cf408ca0bd,0.2509758244,1,0.8888888889,0.8888888889,2,w/ XAI,importance,,3,-3.665483449,wine_quality,2.2569527653,importance,,Attribution Sum,0.2509758244
Attribution Sum,5f85bcb11941de066ef7d941,0.1756095492,1,0.9444444444,0.9444444444,2,w/ XAI,importance,,2,-3.735777208,wine_quality,2.6116252675,importance,,Attribution Sum,0.1756095492
Attribution Sum,680d5bc560f189075035787c,0.0070593373,1,1,1,2,w/ XAI,attribution,,5,-4,wine_quality,8,attribution,,Attribution Sum,0.0070593373
Attribution Sum,67e0e4d8556191648cf0bb6d,0.0070593373,1,1,1,2,w/ XAI,attribution,,5,-4,wine_quality,8,attribution,,Attribution Sum,0.0070593373
Attribution Sum,66dba70d72b3d26e23c755df,0.4316273775,1,0.7777777778,0.7777777778,2,w/ XAI,attribution,,5,-4,wine_quality,1.5097087652,attribution,,Attribution Sum,0.4316273775
Attribution Sum,636da58a0d76bbb9167dbf3e,0.0043840231,1,1,1,2,w/ XAI,attribution,,2,-1.5,forest_cover,8,attribution,,Attribution Sum,0.0043840231
Attribution Sum,6314bc49055e150c92f4736e,0.0033058495,0.8888888889,1,0.8888888889,2,w/ XAI,importance,,5,-4,forest_cover,8,importance,,Attribution Sum,0.0033058495
Attribution Sum,67e5566b1168a1cd37250362,0.0009448354,1,1,1,2,w/ XAI,attribution,,5,-1.5,forest_cover,8,attribution,,Attribution Sum,0.0009448354
Attribution Sum,5a53d878acc75b000179e52e,0.3831284415,0.7777777778,0.8888888889,0.6666666667,2,w/ XAI,importance,,4,-4,forest_cover,1.2105004534,importance,,Attribution Sum,0.3831284415
Attribution Sum,67e268cbf13dcd115337894c,0.0009448354,1,1,1,2,w/ XAI,attribution,,5,-1.5,forest_cover,8,attribution,,Attribution Sum,0.0009448354
Attribution Sum,6813da744902baf71269402d,0.2462762123,0.7777777778,0.7777777778,1,2,w/ XAI,attribution,,3,-2.023724696,wine_quality,4.5730369861,attribution,,Attribution Sum,0.2462762123
Attribution Sum,6766c25793c13fc95c767574,0.0584264104,1,0.9444444444,0.9444444444,2,w/ XAI,attribution,,5,-3.833792007,forest_cover,8,attribution,,Attribution Sum,0.0584264104
Attribution Sum,67ed4e79983b8a8ba5517548,0.0262911211,0.9444444444,1,0.9444444444,2,w/ XAI,attribution,,2,-3.887734854,wine_quality,8,attribution,,Attribution Sum,0.0262911211
Attribution Sum,67faf61829e07433820ec62d,0.0043840231,1,1,1,2,w/ XAI,attribution,,2,-4,forest_cover,8,attribution,,Attribution Sum,0.0043840231
Attribution Sum,67363452674f3db8059e7888,0.0176070624,1,1,1,2,w/ XAI,attribution,,5,-1.521772045,wine_quality,7.9697984483,attribution,,Attribution Sum,0.0176070624
Attribution Sum,5f8cbc5c355ea745e6cef2ca,0.0009448354,1,1,1,2,w/ XAI,attribution,,5,-1.5,forest_cover,8,attribution,,Attribution Sum,0.0009448354
Attribution Sum,67868817cb0a68aa79ff3432,0.0043936977,1,1,1,2,w/ XAI,attribution,,2,-1.557592932,forest_cover,7.9938227535,attribution,,Attribution Sum,0.0043936977
