Participant Id,Best NLL,Best MAE,Best time,Best retrieval_threshold,Best over_margin,Best chi,app_id,model,complexity,condition
6108301d7312fe3f452c24eb,0.5267326124976868,0.2766058999314951,13.722254093737769,0.30270286603123386,0.2027949723367406,0.007795995012835509,mushrooms,mlp,low,DT
68b5b1cf488ac6efc256f576,1.0790521553258063,0.24677663835632124,7.512268090278352,0.006113165966497469,0.21225219860564573,0.0027385624218699035,mushrooms,mlp,low,LR
65109ae35fe1f21ea89c8785,1.2113555230244324,0.2759373310056316,11.321462811668502,-1.743014202459158,0.20095108096324452,0.012270193481843134,mushrooms,mlp,low,DT+LR
66f18a0dc9cc467c3ef214dd,1.5386740488067352,0.27525307211581085,13.71473301262717,0.3402755818695926,0.25712223484857133,0.0032242136895772556,wine_quality,mlp,high,DT+LR
6769b7d07d41e314ab9b915d,1.1578903516757726,0.3591629083679558,9.024000883438342,0.3301547738284918,0.22800728497566314,0.011258121434132065,wine_quality,mlp,low,DT+LR
67a3940b5886c0df14017090,0.6311162702433688,0.16012527758095285,11.224070757824268,-1.3023414969490128,0.23251701066596173,0.00901548758444322,wine_quality,mlp,low,DT
6669a9dd31aed01f0969b063,0.8329362135616751,0.25699133777189365,9.75372385955114,-1.3197462384576626,0.23015155203379506,0.002214681792194535,mushrooms,mlp,low,DT+LR
6811ffcdbe04a28e7b3ab8a9,1.7917615138469636,0.512502410093105,12.62069561806736,-1.6383143095395836,0.2599603270241517,0.019190641629495287,wine_quality,mlp,high,LR
67abadae1c6d8443b84ce687,1.0642681517265493,0.2485643056218949,11.423171619344924,-1.9310372764415633,0.21625885214796983,0.007310736951909709,mushrooms,mlp,high,DT
675cd90b9a562ef66a39f29b,1.0884300416460604,0.20431454557364664,7.704690077005395,-0.07380567621259648,0.20057217463696794,0.015216307191254153,mushrooms,mlp,low,LR
614deec82f82c126feeddf3d,1.0371305236659916,0.1762532989450717,7.410814438380475,0.08478780654638607,0.22398580789514141,0.013396299604339664,wine_quality,mlp,low,LR
657dae23f3bac23e1b62a01e,0.8578602467937906,0.1534527668094699,7.623197988968724,-1.3197462384576626,0.23015155203379506,0.002214681792194535,mushrooms,mlp,low,LR
5f4bd69cacc7c47c56d50599,1.7869763897765423,0.22192460426483476,8.22042221898099,0.030236266639434017,0.4770034994081169,0.005531487955942125,wine_quality,mlp,high,DT+LR
5bb23e550a35ed00019dd901,1.7917311398336355,0.26447329210240217,10.790033819345636,-0.24595895179116134,0.2010667041381745,0.001933801402081108,mushrooms,mlp,high,LR
67340d3d9effb5a07a91f053,1.0348700519597982,0.1888205536562454,9.898276366995168,-0.44771838908158923,0.2044297301928493,0.00023359470709390705,mushrooms,mlp,low,DT
